x	y	cut_x	y_label_idx
现在将加湿器调至3档吧	HomeAppliance-Control	现在 将 加湿器 调至 3 档 吧	4
这时候可以帮我打开洗衣机吧	HomeAppliance-Control	这时候 可以 帮 我 打开 洗衣机 吧	4
可以帮我把取暖器调到30度吗	HomeAppliance-Control	可以 帮 我 把 取暖器 调到 30 度 吗	4
查查现在扫地机器人的状态	HomeAppliance-Control	查查 现在 扫地 机器人 的 状态	4
麻烦把空调的风速调大	HomeAppliance-Control	麻烦 把 空调 的 风速 调大	4
电磁炉关一下	HomeAppliance-Control	电磁炉 关 一下	4
客厅空调的风速放最高好吗	HomeAppliance-Control	客厅 空调 的 风速 放 最高 好 吗	4
我想听下广播，帮我开下收音机吧	HomeAppliance-Control	我 想 听 下 广播 ， 帮 我 开下 收音机 吧	4
给我开电视	HomeAppliance-Control	给 我 开 电视	4
帮我打开蒸烤机好吗，我要蒸鱼吃	HomeAppliance-Control	帮 我 打开 蒸烤 机好 吗 ， 我要 蒸鱼 吃	4
准备收拾收拾，扫地机器人开始工作	HomeAppliance-Control	准备 收拾 收拾 ， 扫地 机器人 开始 工作	4
打开一下风扇行不行呢	HomeAppliance-Control	打开 一下 风扇 行不行 呢	4
这时候帮我把加湿器调到1档吧	HomeAppliance-Control	这时候 帮 我 把 加湿器 调到 1 档 吧	4
空气净化器设为强风模式可以吗	HomeAppliance-Control	空气 净化器 设 为 强风 模式 可以 吗	4
我想洗澡了，电热水器帮我打开一下吧	HomeAppliance-Control	我 想 洗澡 了 ， 电热水器 帮 我 打开 一下 吧	4
帮我把蒸烤箱调成红外烧烤可以不	HomeAppliance-Control	帮 我 把 蒸 烤箱 调 成 红外 烧烤 可以 不	4
电视声音改为最小好吗	HomeAppliance-Control	电视 声音 改为 最小 好 吗	4
让风扇定时半小时后关机	HomeAppliance-Control	让 风扇 定时 半小时 后 关机	4
食材已经准备好了，帮我切换到电饭煲的煲汤功能吧	HomeAppliance-Control	食材 已经 准备 好 了 ， 帮 我 切换 到 电饭煲 的 煲汤 功能 吧	4
准备洗澡，帮我把热水器温度调成40度吧	HomeAppliance-Control	准备 洗澡 ， 帮 我 把 热水器 温度 调成 40 度 吧	4
可不可以将蒸烤箱切换到热风对流功能呢	HomeAppliance-Control	可不可以 将 蒸 烤箱 切换 到 热风 对流 功能 呢	4
调低空调有没有听到	HomeAppliance-Control	调低 空调 有没有 听到	4
给我空调温度调低	HomeAppliance-Control	给 我 空调 温度 调低	4
暖风再降低些	HomeAppliance-Control	暖风 再 降低 些	4
风速给我调至最高啊空调的	HomeAppliance-Control	风速 给 我 调至 最高 啊 空调 的	4
今天室内有点闷，帮我打开空气净化器吧	HomeAppliance-Control	今天 室内 有点 闷 ， 帮 我 打开 空气 净化器 吧	4
卧室灯设成暖光可以吗	HomeAppliance-Control	卧室 灯设 成暖光 可以 吗	4
听不见啊，电视声音再调大点吧	HomeAppliance-Control	听不见 啊 ， 电视 声音 再 调大点 吧	4
准备休息了，切换到空调的睡眠模式吧	HomeAppliance-Control	准备 休息 了 ， 切换 到 空调 的 睡眠 模式 吧	4
让空调风速调至2	HomeAppliance-Control	让 空调 风速 调至 2	4
碗筷都洗好了，消毒柜的电源开开。	HomeAppliance-Control	碗筷 都 洗 好 了 ， 消毒柜 的 电源 开开 。	4
预约半小时后开启加湿器	HomeAppliance-Control	预约 半小时 后 开启 加湿器	4
调高空调温度	HomeAppliance-Control	调 高 空调 温度	4
是否可以把空调的温度调为19度	HomeAppliance-Control	是否 可以 把 空调 的 温度 调为 19 度	4
可以把取暖器温度调高点呢	HomeAppliance-Control	可以 把 取暖器 温度 调 高点 呢	4
感觉室内空气太干燥，打开一下加湿器吧	HomeAppliance-Control	感觉 室内空气 太 干燥 ， 打开 一下 加湿器 吧	4
帮我把洗衣机关掉。	HomeAppliance-Control	帮 我 把 洗衣机 关掉 。	4
我想自己做披萨，帮我把蒸烤箱切换到披萨模式	HomeAppliance-Control	我 想 自己 做 披萨 ， 帮 我 把 蒸 烤箱 切换 到 披萨 模式	4
好了关上车库门吧	HomeAppliance-Control	好 了 关上 车库 门 吧	4
帮我把窗帘打开吧，让阳光透进来	HomeAppliance-Control	帮 我 把 窗帘 打开 吧 ， 让 阳光 透进来	4
准备打扫卫生，扫地机器人可以扫地啦	HomeAppliance-Control	准备 打扫卫生 ， 扫地 机器人 可以 扫地 啦	4
再大点空调风速调至八	HomeAppliance-Control	再大点 空调 风速 调至 八	4
可以告诉我下冷藏室现在存放的有哪些食材吗	HomeAppliance-Control	可以 告诉 我下 冷藏室 现在 存放 的 有 哪些 食材 吗	4
我想要放点菠萝到冰箱的变温抽屉，帮我开启果蔬模式	HomeAppliance-Control	我 想要 放 点 菠萝 到 冰箱 的 变温 抽屉 ， 帮 我 开启 果蔬 模式	4
微波炉高火加热五分钟	HomeAppliance-Control	微波炉 高火 加热 五分钟	4
帮忙客厅空调最大风	HomeAppliance-Control	帮忙 客厅 空调 最大 风	4
可以将空气净化器设为高速模式么	HomeAppliance-Control	可以 将 空气 净化器 设 为 高速 模式 么	4
将热水器温度调节为38度	HomeAppliance-Control	将 热水器 温度 调节 为 38 度	4
空调温度调低一度可以吗	HomeAppliance-Control	空调 温度 调低 一度 可以 吗	4
暖风调高成不成	HomeAppliance-Control	暖风 调 高 成不成	4
帮我关上空调可以吧	HomeAppliance-Control	帮 我 关上 空调 可以 吧	4
洗衣机进入漂洗模式好吗	HomeAppliance-Control	洗衣机 进入 漂洗 模式 好 吗	4
现在帮我开开空调	HomeAppliance-Control	现在 帮 我 开开 空调	4
洗衣机节能模式帮我开下	HomeAppliance-Control	洗衣机 节能 模式 帮 我 开下	4
查看一下无线网的状态	HomeAppliance-Control	查看 一下 无线网 的 状态	4
打开一下空调的灯光可以不可以呢	HomeAppliance-Control	打开 一下 空调 的 灯光 可以 不 可以 呢	4
现在帮我把窗帘关上吧，准备午休啦	HomeAppliance-Control	现在 帮 我 把 窗帘 关上 吧 ， 准备 午休 啦	4
这时候把洗衣机切换到儿童锁	HomeAppliance-Control	这时候 把 洗衣机 切换 到 儿童 锁	4
这烟太呛了，快点给我打开排气扇	HomeAppliance-Control	这烟 太 呛 了 ， 快点 给 我 打开 排气扇	4
快加强空调的风速	HomeAppliance-Control	快 加强 空调 的 风速	4
电脑卡住了，给它关机得了	HomeAppliance-Control	电脑 卡住 了 ， 给 它 关机 得 了	4
空调风调轻	HomeAppliance-Control	空调 风 调轻	4
怎么调大一点风速	HomeAppliance-Control	怎么 调大 一点 风速	4
我想做个清蒸鱼，帮我把蒸烤箱调成纯蒸模式	HomeAppliance-Control	我 想 做 个 清蒸鱼 ， 帮 我 把 蒸 烤箱 调成 纯蒸 模式	4
有点吵空调设置为静音吧	HomeAppliance-Control	有点 吵 空调 设置 为 静音 吧	4
今天太冷啦，帮我把浴霸设置成强暖模式好吗	HomeAppliance-Control	今天 太冷 啦 ， 帮 我 把 浴霸 设置 成强 暖 模式 好 吗	4
空调风调小10个点	HomeAppliance-Control	空调 风调 小 10 个点	4
打开音响然后播放单依纯的如此	HomeAppliance-Control	打开 音响 然后 播放 单依纯 的 如此	4
第一时间打开烟雾报警器	HomeAppliance-Control	第一 时间 打开 烟雾 报警器	4
今天家里太潮湿了，帮我把空调切换到除湿功能好吗	HomeAppliance-Control	今天 家里 太 潮湿 了 ， 帮 我 把 空调 切换 到 除湿 功能 好 吗	4
屋里的空调温度调成最低	HomeAppliance-Control	屋里 的 空调 温度 调 成 最低	4
是否可以调为最大的空调风速哇	HomeAppliance-Control	是否 可以 调 为 最大 的 空调 风速 哇	4
再调大两个卧室的空调风	HomeAppliance-Control	再 调大 两个 卧室 的 空调 风	4
我说你把卧室遮阳帘给我开开	HomeAppliance-Control	我 说 你 把 卧室 遮阳 帘 给 我 开开	4
洗衣机的浸泡时间改为三十分钟	HomeAppliance-Control	洗衣机 的 浸泡 时间 改为 三十分钟	4
提前帮我打开厕所的灯吧	HomeAppliance-Control	提前 帮 我 打开 厕所 的 灯 吧	4
帮我把卧室风速调低一点吧	HomeAppliance-Control	帮 我 把 卧室 风速 调低 一点 吧	4
空调暖风调成26吧	HomeAppliance-Control	空调 暖风 调成 26 吧	4
空调风速给调至最大吧	HomeAppliance-Control	空调 风速 给 调至 最大 吧	4
冰箱里是否有果汁呢，我想喝	HomeAppliance-Control	冰箱 里 是否 有 果汁 呢 ， 我 想 喝	4
空调现在是多少度呢，可以告诉我下吗	HomeAppliance-Control	空调 现在 是 多少度 呢 ， 可以 告诉 我下 吗	4
可以帮我中央空调温度降低两度不	HomeAppliance-Control	可以 帮 我 中央空调 温度 降低 两度 不	4
这电热毯咋不热了，帮我把电热毯加热一下吧	HomeAppliance-Control	这 电热毯 咋 不 热 了 ， 帮 我 把 电热毯 加热 一下 吧	4
可不可以将风扇的风小点啦	HomeAppliance-Control	可不可以 将 风扇 的 风 小点 啦	4
打雷了，帮我快速关掉电脑吧	HomeAppliance-Control	打雷 了 ， 帮 我 快速 关掉 电脑 吧	4
我要做饭了，给我开开抽油烟机。	HomeAppliance-Control	我要 做饭 了 ， 给 我 开开 抽油烟机 。	4
打开窗帘	HomeAppliance-Control	打开 窗帘	4
孩子要学习了，帮我把台灯开启阅读模式	HomeAppliance-Control	孩子 要 学习 了 ， 帮 我 把 台灯 开启 阅读 模式	4
蒸烤箱切换到3D热风模式吧	HomeAppliance-Control	蒸 烤箱 切换 到 3D 热风 模式 吧	4
切换成空调的干燥模式	HomeAppliance-Control	切换 成 空调 的 干燥 模式	4
我要去做饭了，把抽烟机打开一下	HomeAppliance-Control	我要 去 做饭 了 ， 把 抽烟 机 打开 一下	4
冷冻室温度有点高，帮我降3度行吧	HomeAppliance-Control	冷冻室 温度 有点 高 ， 帮 我 降 3 度行 吧	4
帮我让洗衣机进入脱水模式吧	HomeAppliance-Control	帮 我 让 洗衣机 进入 脱水 模式 吧	4
可以帮我把扫地机器人关掉吗	HomeAppliance-Control	可以 帮 我 把 扫地 机器人 关掉 吗	4
打开智能机器人，让它自动播报今天最新的天气预报	HomeAppliance-Control	打开 智能 机器人 ， 让 它 自动 播报 今天 最新 的 天气预报	4
我需要让洗衣机先暂停下	HomeAppliance-Control	我 需要 让 洗衣机 先 暂停 下	4
把小型榨油机打开。	HomeAppliance-Control	把 小型 榨油机 打开 。	4
是否让风扇调成自然风吹吹	HomeAppliance-Control	是否 让 风扇 调 成 自然风 吹 吹	4
现在帮我把中央空调切换到辅热模式吧	HomeAppliance-Control	现在 帮 我 把 中央空调 切换 到 辅热 模式 吧	4
现在把洗碗机切换到75℃高温除菌功能吧	HomeAppliance-Control	现在 把 洗碗机 切换 到 75 ℃ 高温 除菌 功能 吧	4
我想让你把冰箱给关机，我要出门几天	HomeAppliance-Control	我 想 让 你 把 冰箱 给 关机 ， 我要 出门 几天	4
空调风速调小多降点儿	HomeAppliance-Control	空调 风速 调小多降 点儿	4
这回南天地太湿了，帮我开下空气除湿器吧	HomeAppliance-Control	这回 南 天地 太湿 了 ， 帮 我 开下 空气 除湿 器 吧	4
洗衣机使用完了关机	HomeAppliance-Control	洗衣机 使用 完 了 关机	4
有点赶时间，帮我把电饭煲切换到快煮饭模式	HomeAppliance-Control	有点 赶时间 ， 帮 我 把 电饭煲 切换 到 快 煮饭 模式	4
好无聊，想看下电视，打开电视机吧	HomeAppliance-Control	好 无聊 ， 想 看 下 电视 ， 打开 电视机 吧	4
我想把空调关了。	HomeAppliance-Control	我 想 把 空调 关 了 。	4
空气净化器可以帮我打开吗	HomeAppliance-Control	空气 净化器 可以 帮 我 打开 吗	4
洗碗机运行速度减慢了，给我关掉它。	HomeAppliance-Control	洗碗机 运行 速度 减慢 了 ， 给 我 关掉 它 。	4
帮我关闭热水器	HomeAppliance-Control	帮 我 关闭 热水器	4
打开扫地机器人	HomeAppliance-Control	打开 扫地 机器人	4
打开投影仪，我想看最火的一部剧	HomeAppliance-Control	打开 投影仪 ， 我 想 看 最火 的 一部 剧	4
将电烤炉调到最大。	HomeAppliance-Control	将 电烤炉 调 到 最大 。	4
我想烤牛排，帮我让蒸烤箱切换到热风+蒸汽模式吧	HomeAppliance-Control	我 想 烤 牛排 ， 帮 我 让 蒸 烤箱 切换 到 热风 + 蒸汽 模式 吧	4
可以把空调风速调快些不	HomeAppliance-Control	可以 把 空调 风速 调快 些 不	4
电饭煲温度太低了，帮我升温	HomeAppliance-Control	电饭煲 温度 太低 了 ， 帮 我 升温	4
用最大的风速 我说空调呢	HomeAppliance-Control	用 最大 的 风速   我 说 空调 呢	4
今天气温有点低，把饮水机温度调到70度。	HomeAppliance-Control	今天 气温 有点 低 ， 把 饮水机 温度 调到 70 度 。	4
可以将空调设置为睡眠模式不	HomeAppliance-Control	可以 将 空调 设置 为 睡眠 模式 不	4
预约明天八点洗衣吧	HomeAppliance-Control	预约 明天 八点 洗衣 吧	4
帮我关闭车库自动门	HomeAppliance-Control	帮 我 关闭 车库 自动门	4
打雷了，把电脑关了吧	HomeAppliance-Control	打雷 了 ， 把 电脑 关了 吧	4
帮我将风扇风级调为5级吧	HomeAppliance-Control	帮 我 将 风扇 风级 调为 5 级 吧	4
听不清啊电视音量开大吧	HomeAppliance-Control	听不清 啊 电视 音量 开大 吧	4
预约一下明天八点洗衣吧	HomeAppliance-Control	预约 一下 明天 八点 洗衣 吧	4
我说你暖气给我关闭	HomeAppliance-Control	我 说 你 暖气 给 我 关闭	4
开启洗衣服30分钟洗衣功能吧	HomeAppliance-Control	开启 洗衣服 30 分钟 洗衣 功能 吧	4
帮我打开洗衣机，我要洗羽绒服	HomeAppliance-Control	帮 我 打开 洗衣机 ， 我要 洗 羽绒服	4
我想把二楼的灯关掉行嘛	HomeAppliance-Control	我 想 把 二楼 的 灯 关掉 行嘛	4
将空调切换为自动升降温模式	HomeAppliance-Control	将 空调 切换 为 自动 升降 温 模式	4
空调制冷模式定时两个小时	HomeAppliance-Control	空调 制冷 模式 定时 两个 小时	4
我马上就要关掉空调	HomeAppliance-Control	我 马上 就要 关掉 空调	4
让洗衣机开始脱水吧	HomeAppliance-Control	让 洗衣机 开始 脱水 吧	4
开一下儿童房的灯	HomeAppliance-Control	开 一下 儿童房 的 灯	4
我想让浴室通下风，帮我让浴霸切换到吹风模式	HomeAppliance-Control	我 想 让 浴室 通 下风 ， 帮 我 让 浴霸 切换 到 吹风 模式	4
关闭空气净化器	HomeAppliance-Control	关闭 空气 净化器	4
把烤箱关了。	HomeAppliance-Control	把 烤箱 关 了 。	4
室内有点闷热，帮我把风扇打开吧	HomeAppliance-Control	室内 有点 闷热 ， 帮 我 把 风扇 打开 吧	4
帮我把窗帘打开好吗	HomeAppliance-Control	帮 我 把 窗帘 打开 好 吗	4
我想把卧室的床头灯调到柔和光	HomeAppliance-Control	我 想 把 卧室 的 床头灯 调 到 柔和 光	4
关闭屋内所有水龙头	HomeAppliance-Control	关闭 屋内 所有 水龙头	4
把电饭煲调为保温模式。	HomeAppliance-Control	把 电饭煲 调 为 保温 模式 。	4
蒸烤箱切换到除垢模式吧，清洁一下	HomeAppliance-Control	蒸 烤箱 切换 到 除垢 模式 吧 ， 清洁 一下	4
把风速调至最大空调风速10啊	HomeAppliance-Control	把 风速 调 至 最大 空调 风速 10 啊	4
可以让洗衣机暂停漂洗吗	HomeAppliance-Control	可以 让 洗衣机 暂停 漂洗 吗	4
帮我把空调温度开高点吧	HomeAppliance-Control	帮 我 把 空调 温度 开 高点 吧	4
帮我把冰箱冷藏室调到5档好吗	HomeAppliance-Control	帮 我 把 冰箱 冷藏室 调到 5 档好 吗	4
能不能现在就把音响关掉，我想睡觉	HomeAppliance-Control	能 不能 现在 就 把 音响 关掉 ， 我 想 睡觉	4
帮我把电饭煲开启保温功能吧	HomeAppliance-Control	帮 我 把 电饭煲 开启 保温 功能 吧	4
想做个披萨吃，可以帮我把蒸烤箱切换到披萨模式不	HomeAppliance-Control	想 做 个 披萨 吃 ， 可以 帮 我 把 蒸 烤箱 切换 到 披萨 模式 不	4
关闭阳台的太阳能热水器。	HomeAppliance-Control	关闭 阳台 的 太阳能 热水器 。	4
可以帮我把冰箱变温抽屉调成冷鲜模式吗	HomeAppliance-Control	可以 帮 我 把 冰箱 变温 抽屉 调成 冷鲜 模式 吗	4
帮我在收音机上打个评书听听	HomeAppliance-Control	帮 我 在 收音机 上 打个 评书 听听	4
将热水器温度调为38摄氏度	HomeAppliance-Control	将 热水器 温度 调为 38 摄氏度	4
想做西式烤羊排，让蒸烤箱先预热到200度吧	HomeAppliance-Control	想 做 西式 烤羊 排 ， 让 蒸 烤箱 先 预热 到 200 度 吧	4
开启电饭煲保温模式	HomeAppliance-Control	开启 电饭煲 保温 模式	4
中央空调切换到净化功能可以吗	HomeAppliance-Control	中央空调 切换 到 净化 功能 可以 吗	4
帮我开下电视可以不可以	HomeAppliance-Control	帮 我 开下 电视 可以 不 可以	4
打开电动牙刷	HomeAppliance-Control	打开 电动牙刷	4
空调风速还可以快一点吧	HomeAppliance-Control	空调 风速 还 可以 快 一点 吧	4
空调风速调至百分之42	HomeAppliance-Control	空调 风速 调 至 百分之 42	4
请将空调风调大再调大	HomeAppliance-Control	请 将 空调 风调 大 再 调大	4
把空调调的高一点温度太低了	HomeAppliance-Control	把 空调 调 的 高 一点 温度 太低 了	4
时间有点赶，帮我把洗衣机切换到快洗15分钟吧	HomeAppliance-Control	时间 有点 赶 ， 帮 我 把 洗衣机 切换 到 快 洗 15 分钟 吧	4
快帮我把温度调成26吧	HomeAppliance-Control	快 帮 我 把 温度 调成 26 吧	4
30分钟后给我把电饭煲关闭。	HomeAppliance-Control	30 分钟 后 给 我 把 电饭煲 关闭 。	4
水浸传感器现在不需要关上	HomeAppliance-Control	水浸 传感器 现在 不 需要 关上	4
洗碗机自动杀菌	HomeAppliance-Control	洗碗机 自动 杀菌	4
给我把空调的温度调低一点	HomeAppliance-Control	给 我 把 空调 的 温度 调低 一点	4
中央空调风速再调大点可不可以呀	HomeAppliance-Control	中央空调 风速 再 调大点 可不可以 呀	4
全屋杀菌模式给我打开	HomeAppliance-Control	全屋 杀菌 模式 给 我 打开	4
想用电饭煲蒸鱼，帮我把电饭煲切换到蒸煮模式吧	HomeAppliance-Control	想 用 电饭煲 蒸鱼 ， 帮 我 把 电饭煲 切换 到 蒸煮 模式 吧	4
我想听录音，帮我开一下录音机	HomeAppliance-Control	我 想 听 录音 ， 帮 我 开 一下 录音机	4
暖风温度弄低空调的	HomeAppliance-Control	暖风 温度 弄低 空调 的	4
天黑了，加湿器开成夜间模式吧	HomeAppliance-Control	天黑 了 ， 加湿器 开成 夜间 模式 吧	4
天气寒冷时将室内空调温度调为30摄氏	HomeAppliance-Control	天气 寒冷 时 将 室内 空调 温度 调为 30 摄氏	4
给我调高健身房空调的温度	HomeAppliance-Control	给 我 调高 健身房 空调 的 温度	4
书房静音模式开启	HomeAppliance-Control	书房 静音 模式 开启	4
让风速最高到4就行	HomeAppliance-Control	让 风速 最高 到 4 就行	4
可以帮我把空调调到22度吗	HomeAppliance-Control	可以 帮 我 把 空调 调到 22 度 吗	4
给我打开一下烟雾警报器	HomeAppliance-Control	给 我 打开 一下 烟雾 警报器	4
打开宠物喂食器，让它2小时后自动喂食	HomeAppliance-Control	打开 宠物 喂食 器 ， 让 它 2 小时 后 自动 喂食	4
可以告诉我下冷藏室现在温度多少吗	HomeAppliance-Control	可以 告诉 我下 冷藏室 现在 温度 多少 吗	4
水浸传感器关闭	HomeAppliance-Control	水浸 传感器 关闭	4
把空调调成最低的温度	HomeAppliance-Control	把 空调 调 成 最低 的 温度	4
将吹风机的冷风模式打开。	HomeAppliance-Control	将 吹风机 的 冷风 模式 打开 。	4
放音乐空调温度调低	HomeAppliance-Control	放 音乐 空调 温度 调低	4
空调风速搞小点儿	HomeAppliance-Control	空调 风速 搞 小点儿	4
空调调低到28度	HomeAppliance-Control	空调 调低 到 28 度	4
厨房色温调成中性灯可不可以呢	HomeAppliance-Control	厨房 色温 调 成 中性 灯 可不可以 呢	4
空调太费电了，帮我切换成省电模式可好	HomeAppliance-Control	空调 太 费电 了 ， 帮 我 切换 成省 电 模式 可好	4
麻溜把这屋的空调湿度调高个百分之10	HomeAppliance-Control	麻溜 把 这屋 的 空调 湿度 调高个 百分之 10	4
帮我把冰冻室调成速冻模式	HomeAppliance-Control	帮 我 把 冰冻 室 调成 速冻 模式	4
把空调的温度调低3度。	HomeAppliance-Control	把 空调 的 温度 调低 3 度 。	4
看一下空气净化器是不是可以打开。	HomeAppliance-Control	看 一下 空气 净化器 是不是 可以 打开 。	4
想吃冰棍，请问冰箱冷冻室有吗	HomeAppliance-Control	想 吃 冰棍 ， 请问 冰箱 冷冻室 有 吗	4
让扫地机器人充电吧	HomeAppliance-Control	让 扫地 机器人 充电 吧	4
打开蒸烤箱，准备做美食啦	HomeAppliance-Control	打开 蒸 烤箱 ， 准备 做 美食 啦	4
帮我把电饭煲切换到煮粥模式好吗	HomeAppliance-Control	帮 我 把 电饭煲 切换 到 煮粥 模式 好 吗	4
20分钟后蒸烤箱开始工作吧	HomeAppliance-Control	20 分钟 后 蒸 烤箱 开始 工作 吧	4
让电视音量设置为最小吧	HomeAppliance-Control	让 电视 音量 设置 为 最小 吧	4
我头发快干了，麻烦帮我把吹风机关闭。	HomeAppliance-Control	我 头发 快干 了 ， 麻烦 帮 我 把 吹风机 关闭 。	4
告诉我空调现在显示是多少度	HomeAppliance-Control	告诉 我 空调 现在 显示 是 多少度	4
温度咋还是不高，告诉我下取暖器现在的温度	HomeAppliance-Control	温度 咋 还是 不高 ， 告诉 我下 取暖器 现在 的 温度	4
关闭天然气阀门	HomeAppliance-Control	关闭 天然气 阀门	4
打开空调除湿	HomeAppliance-Control	打开 空调 除湿	4
空调设置为上下扫风模式行不	HomeAppliance-Control	空调 设置 为 上下 扫风 模式 行 不	4
地有点脏，帮我打开扫地机器人	HomeAppliance-Control	地 有点 脏 ， 帮 我 打开 扫地 机器人	4
关掉电动车	HomeAppliance-Control	关掉 电动车	4
可不可以把蒸烤箱开启上下烤模式呢	HomeAppliance-Control	可不可以 把 蒸 烤箱 开启 上下 烤 模式 呢	4
记得调低冰箱的温度。	HomeAppliance-Control	记得 调低 冰箱 的 温度 。	4
空调风轻点我要睡了	HomeAppliance-Control	空调 风 轻点 我要 睡 了	4
下午三点帮我把电饭煲开启煮饭模式吧	HomeAppliance-Control	下午 三点 帮 我 把 电饭煲 开启 煮饭 模式 吧	4
帮我把卧室台灯调成强光模式吧	HomeAppliance-Control	帮 我 把 卧室 台灯 调 成 强光 模式 吧	4
帮我把二楼卧室房间的灯开成温馨模式吧	HomeAppliance-Control	帮 我 把 二楼 卧室 房间 的 灯 开成 温馨 模式 吧	4
可以告诉我冰箱冷藏室温度现在是多少吗	HomeAppliance-Control	可以 告诉 我 冰箱 冷藏室 温度 现在 是 多少 吗	4
家里没人时，关闭空调	HomeAppliance-Control	家里 没人时 ， 关闭 空调	4
能不能把空调冷风调大一点	HomeAppliance-Control	能 不能 把 空调 冷风 调大 一点	4
风扇档位调为3档可以吗	HomeAppliance-Control	风扇 档位 调为 3 档 可以 吗	4
请打开天然气警报器	HomeAppliance-Control	请 打开 天然气 警报器	4
除湿机启动湿度查询功能哈	HomeAppliance-Control	除湿机 启动 湿度 查询 功能 哈	4
气温回暖了，不用电火炉了。	HomeAppliance-Control	气温 回暖 了 ， 不 用电 火炉 了 。	4
改成最高温度卧室空调的	HomeAppliance-Control	改成 最高 温度 卧室 空调 的	4
当室内湿度达到60%就关掉加湿器可以吗	HomeAppliance-Control	当 室内 湿度 达到 60% 就 关掉 加湿器 可以 吗	4
蒸烤箱切换到蒸汽自清洗功能试试哈	HomeAppliance-Control	蒸 烤箱 切换 到 蒸汽 自 清洗 功能 试试 哈	4
将洗衣机切换到漂洗模式好不好	HomeAppliance-Control	将 洗衣机 切换 到 漂洗 模式 好不好	4
把空调风速调大到原来的十分之一	HomeAppliance-Control	把 空调 风速 调大到 原来 的 十分之一	4
能不能把空调模式调成送风	HomeAppliance-Control	能 不能 把 空调 模式 调 成 送风	4
帮我把洗衣机切换到空气洗吧	HomeAppliance-Control	帮 我 把 洗衣机 切换 到 空气 洗 吧	4
我的食物已经准备好啦，帮我把蒸烤箱切换到蒸汽功能模式吧	HomeAppliance-Control	我 的 食物 已经 准备 好 啦 ， 帮 我 把 蒸 烤箱 切换 到 蒸汽 功能 模式 吧	4
可不可以帮我把空调调到17度呢	HomeAppliance-Control	可不可以 帮 我 把 空调 调到 17 度 呢	4
麻烦快点儿打开电脑	HomeAppliance-Control	麻烦 快点儿 打开 电脑	4
帮我把灯打开一下可以吗	HomeAppliance-Control	帮 我 把 灯 打开 一下 可以 吗	4
准备做蛋挞，帮我开启蒸烤箱的烘焙模式吧	HomeAppliance-Control	准备 做 蛋挞 ， 帮 我 开启 蒸 烤箱 的 烘焙 模式 吧	4
人体传感器关闭	HomeAppliance-Control	人体 传感器 关闭	4
我想吃烤鱼，蒸烤箱开机预热到200度吧	HomeAppliance-Control	我 想 吃 烤鱼 ， 蒸 烤箱 开机 预热 到 200 度 吧	4
现在感觉有点凉了，让空调调高两度吧	HomeAppliance-Control	现在 感觉 有点 凉 了 ， 让 空调 调 高 两度 吧	4
我想现在把空调切换成冷风模式	HomeAppliance-Control	我 想 现在 把 空调 切换 成 冷风 模式	4
空调给我温度调高百分之15	HomeAppliance-Control	空调 给 我 温度 调 高 百分之 15	4
我想喝热水，热水机帮我把水煮到100度吧	HomeAppliance-Control	我 想 喝 热水 ， 热水 机帮 我 把 水 煮 到 100 度 吧	4
请帮我把暖风温度再往小调一点	HomeAppliance-Control	请 帮 我 把 暖风 温度 再 往 小调 一点	4
我觉得空调风有点儿小来调大	HomeAppliance-Control	我 觉得 空调 风 有点儿 小来 调大	4
要最大空调风速好吗	HomeAppliance-Control	要 最大 空调 风速 好 吗	4
请切换成浴霸照明灯模式哈	HomeAppliance-Control	请 切换 成浴 霸 照明灯 模式 哈	4
冰箱冷藏室温度再降两度可以不呢	HomeAppliance-Control	冰箱 冷藏室 温度 再 降 两度 可以 不 呢	4
预约在一小时后打开家里的中央空调吧	HomeAppliance-Control	预约 在 一 小时 后 打开 家里 的 中央空调 吧	4
将冰箱变温抽屉开到果蔬档吧	HomeAppliance-Control	将 冰箱 变温 抽屉 开 到 果蔬 档 吧	4
二楼卧室的空调打开吧	HomeAppliance-Control	二楼 卧室 的 空调 打开 吧	4
今天想尝试自己做蛋糕，帮我开到蛋糕模式吧	HomeAppliance-Control	今天 想 尝试 自己 做 蛋糕 ， 帮 我 开到 蛋糕 模式 吧	4
帮我让空气净化器切换到AUTO自动模式吧	HomeAppliance-Control	帮 我 让 空气 净化器 切换 到 AUTO 自动 模式 吧	4
准备去洗澡了，帮我打开浴室的浴霸好吗	HomeAppliance-Control	准备 去 洗澡 了 ， 帮 我 打开 浴室 的 浴霸 好 吗	4
今天太热了，去打开电风扇。	HomeAppliance-Control	今天 太热 了 ， 去 打开 电风扇 。	4
把空调风速调低一些	HomeAppliance-Control	把 空调 风速 调低 一些	4
设置洗衣机单烘干模式好吗	HomeAppliance-Control	设置 洗衣机 单 烘干 模式 好 吗	4
关掉门窗传感器了没有啊	HomeAppliance-Control	关掉 门窗 传感器 了 没有 啊	4
现在关一下风扇可不可以呢	HomeAppliance-Control	现在 关 一下 风扇 可不可以 呢	4
现在就要关闭空调	HomeAppliance-Control	现在 就要 关闭 空调	4
空调往低调一下	HomeAppliance-Control	空调 往 低调 一下	4
请打开左右次卧所有的窗	HomeAppliance-Control	请 打开 左右 次 卧 所有 的 窗	4
请关闭天然气警报器	HomeAppliance-Control	请 关闭 天然气 警报器	4
