x	y	cut_x	y_label_idx
给我放一下4月20号的刺激战场的比赛视频	Video-Play	给 我 放 一下 4 月 20 号 的 刺激 战场 的 比赛 视频	10
我想看今年老庄解说王者荣耀的最新一期的游戏视频	Video-Play	我 想 看 今年 老庄 解说 王者 荣耀 的 最新 一期 的 游戏 视频	10
动漫蜘蛛侠帮我找一下吧	Video-Play	动漫 蜘蛛侠 帮 我 找 一下 吧	10
一直播放喜羊羊与灰太狼的动画片	Video-Play	一直 播放 喜羊羊 与 灰 太 狼 的 动画片	10
给我转5月27号早上7点的NBA比赛现场	Video-Play	给 我 转 5 月 27 号 早上 7 点 的 NBA 比赛 现场	10
查找国产动漫天官赐福	Video-Play	查找 国产 动漫 天官赐福	10
查询一下乘风破浪的姐姐的相关视频	Video-Play	查询 一下 乘风破浪 的 姐姐 的 相关 视频	10
给我播个美国Billboard榜榜首的音乐MV看看	Video-Play	给 我 播个 美国 Billboard 榜 榜首 的 音乐 MV 看看	10
2021年的魔幻动漫找一个看	Video-Play	2021 年 的 魔幻 动漫 找 一个 看	10
再播放2010年温哥华冬奥会短道速滑女子3000米的视频	Video-Play	再 播放 2010 年 温哥华 冬奥会 短道 速滑 女子 3000 米 的 视频	10
给我回放5月25日只用雨林基站物资吃鸡的游戏教学视频	Video-Play	给 我 回放 5 月 25 日 只用 雨林 基站 物资 吃 鸡 的 游戏 教学 视频	10
给我放2021年的奇葩说	Video-Play	给 我 放 2021 年 的 奇葩 说	10
2021年华晨宇唱歌的视频找一个出来	Video-Play	2021 年 华晨 宇 唱歌 的 视频 找 一个 出来	10
搜王菲唱传奇的视频来看	Video-Play	搜 王菲 唱 传奇 的 视频 来看	10
请给我播放2019年美国电视剧权力的游戏第八季预告片	Video-Play	请 给 我 播放 2019 年 美国 电视剧 权力 的 游戏 第八 季 预告片	10
我想看2020年的搞笑类动漫随便给我放一个	Video-Play	我 想 看 2020 年 的 搞笑类 动漫 随便 给 我 放 一个	10
随便给我找一个冒险类的国漫	Video-Play	随便 给 我 找 一个 冒险类 的 国漫	10
放一收藏夹里的韩国美食纪录片	Video-Play	放一 收藏夹 里 的 韩国 美食 纪录片	10
我想看2019年亚洲杯越南对也门的那一场比赛视频	Video-Play	我 想 看 2019 年 亚洲杯 越南 对 也门 的 那 一场 比赛 视频	10
我想在周日晚上看关于历史类的节目，像解密这个类型的	Video-Play	我 想 在 周日 晚上 看 关于 历史 类 的 节目 ， 像 解密 这个 类型 的	10
我想要看斗罗大陆2021年最新版的游戏解说视频能找到不	Video-Play	我 想要 看斗罗 大陆 2021 年 最新版 的 游戏 解说 视频 能 找到 不	10
纪录片宠物医院2月18日就开播了，我还没看呢，帮我放一集哈	Video-Play	纪录片 宠物医院 2 月 18 日 就 开播 了 ， 我 还 没 看 呢 ， 帮 我 放 一集 哈	10
南京hero久竞比赛的视频帮我找一下	Video-Play	南京 hero 久 竞 比赛 的 视频 帮 我 找 一下	10
哈哈我要看动漫邋遢大王奇遇记按顺序放	Video-Play	哈哈 我要 看 动漫 邋遢 大王 奇遇记 按 顺序 放	10
我想看关于2021年伊朗军事的新闻视频	Video-Play	我 想 看 关于 2021 年 伊朗 军事 的 新闻 视频	10
2021年在中国播出的号手就位的介绍视频帮我播放吧	Video-Play	2021 年 在 中国 播出 的 号手 就位 的 介绍 视频 帮 我 播放 吧	10
张庭2021年直播带货帮我找一下	Video-Play	张庭 2021 年 直播 带货帮 我 找 一下	10
动漫X的天使第6集帮我找一下吧	Video-Play	动漫 X 的 天使 第 6 集帮 我 找 一下 吧	10
很想看泰国的电视剧推荐视频随便播一个给我	Video-Play	很 想 看 泰国 的 电视剧 推荐 视频 随便 播 一个 给 我	10
回放24号绝地求生游戏的比赛视频	Video-Play	回放 24 号 绝地 求生 游戏 的 比赛 视频	10
播放5月10号英雄联盟的竞技比赛情况	Video-Play	播放 5 月 10 号 英雄 联盟 的 竞技 比赛 情况	10
播放萧亚轩唱歌的视频	Video-Play	播放 萧亚轩 唱歌 的 视频	10
我想看我的偶像迪丽热巴在2018年金鹰女神的视频	Video-Play	我 想 看 我 的 偶像 迪丽 热巴 在 2018 年 金鹰 女神 的 视频	10
找几个美国纪录片的视频给我看看	Video-Play	找 几个 美国 纪录片 的 视频 给 我 看看	10
今年张大仙的讲解游戏的大仙不闹系列完整版视频还有吗	Video-Play	今年 张大 仙 的 讲解 游戏 的 大仙 不闹 系列 完整版 视频 还有 吗	10
放一下昨天下午4点的王者荣耀比赛解说	Video-Play	放 一下 昨天下午 4 点 的 王者 荣耀 比赛 解说	10
香港的电视剧小当家第一集花絮播放出来	Video-Play	香港 的 电视剧 小 当家 第一集 花絮 播放 出来	10
第三届王者荣耀全国大赛有吗，我想看看	Video-Play	第三届 王者 荣耀 全国 大赛 有 吗 ， 我 想 看看	10
帮我找一个做糖醋里脊的视频	Video-Play	帮 我 找 一个 做 糖醋 里脊 的 视频	10
我想看赵小棠15岁跳舞的那段视频	Video-Play	我 想 看 赵小棠 15 岁 跳舞 的 那段 视频	10
我想看小野丽莎在2014年1月1日来北京工人体育馆与北京歌迷一起共度新年的视频	Video-Play	我 想 看 小野丽莎 在 2014 年 1 月 1 日来 北京工人体育馆 与 北京 歌迷 一起 共度 新年 的 视频	10
请给我播放5月25号晚上7点的王者荣耀比赛视频	Video-Play	请 给 我 播放 5 月 25 号 晚上 7 点 的 王者 荣耀 比赛 视频	10
阿飞在5月22日讲解的怒拿二十杀的最强辅助这个游戏视频还能找到不	Video-Play	阿飞 在 5 月 22 日 讲解 的 怒 拿 二十 杀 的 最强 辅助 这个 游戏 视频 还 能 找到 不	10
找出5.31日20点45播出的动漫	Video-Play	找出 5.31 日 20 点 45 播出 的 动漫	10
给我找2019年林俊杰演唱会的视频	Video-Play	给 我 找 2019 年 林俊杰 演唱会 的 视频	10
很想看越南的电视剧现场拍摄视频随便播一个给我	Video-Play	很 想 看 越南 的 电视剧 现场 拍摄 视频 随便 播 一个 给 我	10
查找陈奕迅2010年全国巡回演唱会的视频	Video-Play	查找 陈奕迅 2010 年 全国 巡回演唱 会 的 视频	10
我想看2020年谍战电视剧风声的讲解视频	Video-Play	我 想 看 2020 年谍 战 电视剧 风声 的 讲解 视频	10
放一个杨幂演的电视剧的花絮来看	Video-Play	放 一个 杨幂 演 的 电视剧 的 花絮 来看	10
播放荒野求生纪录片	Video-Play	播放 荒野 求生 纪录片	10
5月25日有没有关于韩国的新闻，放来看看	Video-Play	5 月 25 日 有没有 关于 韩国 的 新闻 ， 放 来 看看	10
昨天的乒乓球比赛给我回放一下	Video-Play	昨天 的 乒乓球 比赛 给 我 回放 一下	10
找出来王一博跳舞的视频	Video-Play	找 出来 王一博 跳舞 的 视频	10
播放一下张艺谋的电影纪录片悬崖之上的幕后花絮	Video-Play	播放 一下 张艺谋 的 电影 纪录片 悬崖 之上 的 幕后 花絮	10
我想看地球脉动的纪录片	Video-Play	我 想 看 地球 脉动 的 纪录片	10
给我搜索人生一串第二季纪录片	Video-Play	给 我 搜索 人生 一串 第二季 纪录片	10
立刻找出来小米笔记本 Pro 15 锐龙版的测评视频	Video-Play	立刻 找 出来 小米 笔记本   Pro   15   锐龙版 的 测评 视频	10
查找动漫蜡笔小新	Video-Play	查找 动漫 蜡笔小新	10
我想看艾玛沃特森拍摄哈利波特时的花絮	Video-Play	我 想 看 艾玛 沃特森 拍摄 哈利波 特时 的 花絮	10
今天我想看看有关新冠疫情的新闻视频	Video-Play	今天 我 想 看看 有关 新冠 疫情 的 新闻 视频	10
我要看科幻国漫吞噬星空	Video-Play	我要 看 科幻 国漫 吞噬 星空	10
舒克贝塔的相关视频按照更新顺序播放	Video-Play	舒克 贝塔 的 相关 视频 按照 更新 顺序 播放	10
再播放一下2020年美国大选的视频	Video-Play	再 播放 一下 2020 年 美国 大选 的 视频	10
能找到今年于文文在为歌而赞唱歌的视频吗	Video-Play	能 找到 今年 于 文文 在 为 歌而赞 唱歌 的 视频 吗	10
很想看韩国的电影预告片随便播一个给我	Video-Play	很 想 看 韩国 的 电影 预告片 随便 播 一个 给 我	10
播放5月15日下午两点的女子双打网球比赛视频	Video-Play	播放 5 月 15 日 下午 两点 的 女子双打 网球 比赛 视频	10
找一个昨天早上九点的英雄联盟游戏直播的视频	Video-Play	找 一个 昨天早上 九点 的 英雄 联盟 游戏 直播 的 视频	10
5月6日的英雄联盟比赛给我回放一下	Video-Play	5 月 6 日 的 英雄 联盟 比赛 给 我 回放 一下	10
5月21日在日本发生的给小学生太空授课这个新闻视频给我再次回放下吧	Video-Play	5 月 21 日 在 日本 发生 的 给 小学生 太空 授课 这个 新闻 视频 给 我 再次 回 放下 吧	10
给我来一个英国的纪录片破茧	Video-Play	给 我 来 一个 英国 的 纪录片 破茧	10
可不可以给我来一个特效吃鸡的游戏视频	Video-Play	可不可以 给 我 来 一个 特效 吃 鸡 的 游戏 视频	10
美食纪录片去你家吃饭好吗给我找一下	Video-Play	美食 纪录片 去 你家 吃饭 好 吗 给 我 找 一下	10
找下5月26日的王者荣耀KPL职业联赛	Video-Play	找下 5 月 26 日 的 王者 荣耀 KPL 职业联赛	10
找一下日本动漫鬼灭之刃	Video-Play	找 一下 日本 动漫 鬼灭 之刃	10
2017年上映的国外纪录片灯泡阴谋给我播放下吧	Video-Play	2017 年 上映 的 国外 纪录片 灯泡 阴谋 给 我 播放 下 吧	10
还能找到2013年的风情温哥华这部纪录片吗	Video-Play	还 能 找到 2013 年 的 风情 温哥华 这部 纪录片 吗	10
武汉eStarPro比赛的视频帮我找一下	Video-Play	武汉 eStarPro 比赛 的 视频 帮 我 找 一下	10
日本动漫青春之旅给我找一下	Video-Play	日本 动漫 青春 之 旅给 我 找 一下	10
美食纪录片水果传给我找一下	Video-Play	美食 纪录片 水果 传给 我 找 一下	10
宋茜参加过的综艺节目帮我找出来	Video-Play	宋茜 参加 过 的 综艺节目 帮 我 找 出来	10
播一下晚上18点30更新的逆天奇案的预告片	Video-Play	播 一下 晚上 18 点 30 更新 的 逆天 奇案 的 预告片	10
纪录片宇宙有道理第一季帮我查询一下	Video-Play	纪录片 宇宙 有 道理 第一季 帮 我 查询 一下	10
给我找一下张碧晨2019年在大陆地区参加的演唱会的视频	Video-Play	给 我 找 一下张 碧晨 2019 年 在 大陆 地区 参加 的 演唱会 的 视频	10
放一下马竞夺冠西甲联赛的视频	Video-Play	放 一下 马 竞 夺冠 西甲 联赛 的 视频	10
可以帮我查找一下2017年我是歌手的突围赛的视频吗	Video-Play	可以 帮 我 查找 一下 2017 年 我 是 歌手 的 突围 赛 的 视频 吗	10
我爱看NBA赛事给我播一下	Video-Play	我 爱看 NBA 赛事 给 我播 一下	10
播放一下国创动漫万界仙踪	Video-Play	播放 一下 国创 动漫 万界 仙踪	10
我想看傅欣瑶在酒吧驻唱的音乐视频	Video-Play	我 想 看 傅欣瑶 在 酒吧 驻唱 的 音乐 视频	10
今天有什么惊悚型的纪录片可以看吗	Video-Play	今天 有 什么 惊悚 型 的 纪录片 可以 看 吗	10
我要看5月20日凌晨3点的那场意杯决赛	Video-Play	我要 看 5 月 20 日 凌晨 3 点 的 那场 意杯 决赛	10
我要看经典国漫葫芦娃	Video-Play	我要 看 经典 国漫 葫芦娃	10
帮我播放最近的王者荣耀竞技赛的视频	Video-Play	帮 我 播放 最近 的 王者 荣耀 竞技 赛 的 视频	10
放一下2005年超级女声总决赛周笔畅的演唱视频	Video-Play	放 一下 2005 年 超级女 声 总决赛 周笔畅 的 演唱 视频	10
播放纪录片舌尖上的中国第5集	Video-Play	播放 纪录片 舌尖 上 的 中国 第 5 集	10
给我找一下2021年上映的觉醒年代的拍戏花絮视频	Video-Play	给 我 找 一下 2021 年 上映 的 觉醒 年代 的 拍戏 花絮 视频	10
综艺节目说唱新世代的相关视频帮我查询一下	Video-Play	综艺节目 说唱 新 世代 的 相关 视频 帮 我 查询 一下	10
放下2019年王者荣耀巅峰赛的讲解视频	Video-Play	放下 2019 年 王者 荣耀 巅峰 赛 的 讲解 视频	10
播放NBA全明星赛给我 	Video-Play	播放 NBA 全明星赛 给 我  	10
上午10点的穿越火线游戏讲解视频播一下	Video-Play	上午 10 点 的 穿越 火线 游戏 讲解 视频 播 一下	10
国产动漫一人之下3帮我找出来	Video-Play	国产 动漫 一人之下 3 帮 我 找 出来	10
保卫萝卜通关的视频播一下	Video-Play	保卫 萝卜 通关 的 视频 播 一下	10
傅欣瑶在南京酒吧驻场时唱的消失还能找到吗	Video-Play	傅欣瑶 在 南京 酒吧 驻场 时唱 的 消失 还 能 找到 吗	10
给我放世界联赛中国女排挑战韩国的视频	Video-Play	给 我 放 世界 联赛 中国女排 挑战 韩国 的 视频	10
牛马队友和牛马对手这个游戏视频再给我播放一下吧我很想看耶	Video-Play	牛马 队友 和 牛马 对手 这个 游戏 视频 再 给 我 播放 一下 吧 我 很 想 看 耶	10
麻烦观看中国好声音第三季里排名前五的音乐	Video-Play	麻烦 观看 中国 好 声音 第三季 里 排名 前五 的 音乐	10
我想看看刘涛在跨界歌王上唱歌放视频，有么	Video-Play	我 想 看看 刘涛 在 跨界 歌王 上 唱歌 放 视频 ， 有 么	10
给我来一个中日女子蹦床对比的视频	Video-Play	给 我 来 一个 中日 女子 蹦床 对比 的 视频	10
放一个讲述日本人文风情的日本纪录片来看	Video-Play	放 一个 讲述 日本 人文 风情 的 日本 纪录片 来看	10
查询一下青春有你的相关视频	Video-Play	查询 一下 青春 有 你 的 相关 视频	10
今日发生的萌娃在游乐场认错妈妈的视频给我找一下	Video-Play	今日 发生 的 萌娃 在 游乐场 认错 妈妈 的 视频 给 我 找 一下	10
找个高人气的玩具类视频	Video-Play	找个 高 人气 的 玩具 类 视频	10
看佟丽娅在2021年春晚上唱歌的视频	Video-Play	看 佟丽娅 在 2021 年春 晚上 唱歌 的 视频	10
请给我播放2016年新加坡纪录片寻味地图	Video-Play	请 给 我 播放 2016 年 新加坡 纪录片 寻味 地图	10
给我看下5月15日盘点水三种晶的隐藏功能这个游戏解说视频再给我打开吧	Video-Play	给 我 看 下 5 月 15 日 盘点 水 三种 晶 的 隐藏 功能 这个 游戏 解说 视频 再 给 我 打开 吧	10
看能不能找得到2016年那英在浙江卫视跨年上唱的默和征服的视频	Video-Play	看能 不能 找 得到 2016 年 那英 在 浙江 卫视 跨年 上 唱 的 默 和 征服 的 视频	10
宋茜参加的下一站传奇的相关视频帮我找出来	Video-Play	宋茜 参加 的 下 一站 传奇 的 相关 视频 帮 我 找 出来	10
请给我播放2020年美国电视剧恶魔之地的幕后故事	Video-Play	请 给 我 播放 2020 年 美国 电视剧 恶魔 之地 的 幕后 故事	10
帮我播放海贼王的第一集我是路飞将要成为海贼王的男人	Video-Play	帮 我 播放 海贼王 的 第一集 我 是 路 飞 将要 成为 海贼王 的 男人	10
我想了解大凉山，帮我找下纪录片走进大凉山吧	Video-Play	我 想 了解 大凉山 ， 帮 我 找 下 纪录片 走进 大凉山 吧	10
给我找一下2019年电影反贪风暴4的精彩抢先看	Video-Play	给 我 找 一下 2019 年 电影 反贪 风暴 4 的 精彩 抢先 看	10
天宝伏妖录动漫已经更新了，请播放13集	Video-Play	天宝 伏妖 录 动漫 已经 更新 了 ， 请 播放 13 集	10
把之前收藏的3月6日更新的奇葩说放了	Video-Play	把 之前 收藏 的 3 月 6 日 更新 的 奇葩 说放 了	10
能帮我找到陈赫参加爱情公寓三发布会的视频吗	Video-Play	能 帮 我 找到 陈赫 参加 爱情 公寓 三 发布会 的 视频 吗	10
找几个孙燕姿的演唱会视频来看	Video-Play	找 几个 孙燕姿 的 演唱会 视频 来看	10
播放一个大岳丸CG视频	Video-Play	播放 一个 大岳 丸 CG 视频	10
亚运会女子游泳比赛中日韩三国大战今年的亚运会比赛视频播放下	Video-Play	亚运会 女子 游泳 比赛 中日 韩三国 大战 今年 的 亚运会 比赛 视频 播放 下	10
找几个穿越火线游戏比赛的视频来看	Video-Play	找 几个 穿越 火线 游戏 比赛 的 视频 来看	10
韩国综艺节目交换的日子帮我找一下	Video-Play	韩国 综艺节目 交换 的 日子 帮 我 找 一下	10
国产动漫魔道祖师帮我找出来	Video-Play	国产 动漫 魔 道 祖师 帮 我 找 出来	10
纪录片超级武器帮我查询一下	Video-Play	纪录片 超级 武器 帮 我 查询 一下	10
5月27日的怪鸟博士我莲藕认输了这个讲解植物大战僵尸的视频再给我播放一次吧	Video-Play	5 月 27 日 的 怪 鸟 博士 我 莲藕 认输 了 这个 讲解 植物 大战 僵尸 的 视频 再 给 我 播放 一次 吧	10
很想看俄罗斯的电影推荐视频随便播一个给我	Video-Play	很 想 看 俄罗斯 的 电影 推荐 视频 随便 播 一个 给 我	10
你好，打开3月份英国的舞台剧看一看	Video-Play	你好 ， 打开 3 月份 英国 的 舞台剧 看一看	10
学习穿搭视频播放出来	Video-Play	学习 穿 搭 视频 播放 出来	10
今天有没有什么国际大新闻，放来看看	Video-Play	今天 有没有 什么 国际 大 新闻 ， 放 来 看看	10
播一下晚上22点更新的中流击水的介绍视频	Video-Play	播 一下 晚上 22 点 更新 的 中流 击水 的 介绍 视频	10
随便播一个2021年晚上20点更新的动漫	Video-Play	随便 播 一个 2021 年 晚上 20 点 更新 的 动漫	10
我想看2015年凤凰传奇和筷子兄弟在央视春晚一起唱的最炫小苹果的视频	Video-Play	我 想 看 2015 年 凤凰 传奇 和 筷子 兄弟 在 央视春晚 一起 唱 的 最 炫 小苹果 的 视频	10
查找并播放快乐大本营	Video-Play	查找 并 播放 快乐 大本营	10
重播一下下午4点的和平精英游戏讲解	Video-Play	重播 一下 下午 4 点 的 和平 精英 游戏 讲解	10
给我找一个阴阳师抽卡的视频	Video-Play	给 我 找 一个 阴阳师 抽卡 的 视频	10
帮我找下悬崖之上的音乐视频吧	Video-Play	帮 我 找 下 悬崖 之上 的 音乐 视频 吧	10
播出12点的王者荣耀巅峰赛	Video-Play	播出 12 点 的 王者 荣耀 巅峰 赛	10
播放一个孔刘主演的电视剧的介绍视频	Video-Play	播放 一个 孔 刘 主演 的 电视剧 的 介绍 视频	10
找一下何炅和谢娜主持的2018年的快乐大本营	Video-Play	找 一下 何炅 和 谢娜 主持 的 2018 年 的 快乐 大本营	10
想看美国NBA球赛	Video-Play	想 看 美国 NBA 球赛	10
王心凌的歌曲MV帮我搜索一下	Video-Play	王心凌 的 歌曲 MV 帮 我 搜索 一下	10
马上播放5月14日的杭州西湖音乐节的视频	Video-Play	马上 播放 5 月 14 日 的 杭州 西湖 音乐节 的 视频	10
播一下晚上20点更新的壮志高飞抢先看	Video-Play	播 一下 晚上 20 点 更新 的 壮志 高 飞 抢先 看	10
给我找下2013年张杰在深圳举办的演唱会的视频	Video-Play	给 我 找 下 2013 年 张杰 在 深圳 举办 的 演唱会 的 视频	10
给我播放4月26日荣升贵9后的第一抽的游戏视频给我回放下吧	Video-Play	给 我 播放 4 月 26 日荣 升贵 9 后 的 第一 抽 的 游戏 视频 给 我 回 放下 吧	10
找一个2019年经典励志的纪录片来看	Video-Play	找 一个 2019 年 经典 励志 的 纪录片 来看	10
我想看美国歌手泰勒2018年在日本举行演唱会的视频	Video-Play	我 想 看 美国 歌手 泰勒 2018 年 在 日本 举行 演唱会 的 视频	10
我看下英雄联盟竞技赛5月4号视频回放	Video-Play	我 看 下 英雄 联盟 竞技 赛 5 月 4 号 视频 回放	10
我想看王者荣耀104段野王的教学讲堂可以吗	Video-Play	我 想 看 王者 荣耀 104 段 野王 的 教学 讲堂 可以 吗	10
放一下张靓颖在2019年春节晚会上唱歌的视频	Video-Play	放 一下 张靓颖 在 2019 年 春节晚会 上 唱歌 的 视频	10
迪丽热巴的长歌行有幕后花絮么，放来看看	Video-Play	迪丽 热巴 的 长 歌行 有 幕后 花絮 么 ， 放 来 看看	10
查找大学英语的教学视频	Video-Play	查找 大学 英语 的 教学 视频	10
给我播放今年完整版的特效吃鸡系列游戏视频吧	Video-Play	给 我 播放 今年 完整版 的 特效 吃 鸡 系列 游戏 视频 吧	10
我想看下有关中国历史的记录片	Video-Play	我 想 看 下 有关 中国 历史 的 记录片	10
随便给我放一个今天的足球比赛来看看	Video-Play	随便 给 我 放 一个 今天 的 足球比赛 来 看看	10
放纪录片人世间的花絮	Video-Play	放 纪录片 人世间 的 花絮	10
2021年在中国播出的山河令的花絮帮我播放吧	Video-Play	2021 年 在 中国 播出 的 山河 令 的 花絮 帮 我 播放 吧	10
把昨天的英雄联盟比赛给我回放一下	Video-Play	把 昨天 的 英雄 联盟 比赛 给 我 回放 一下	10
播放动漫英雄再来的全部剧集按顺序播放	Video-Play	播放 动漫 英雄 再来 的 全部 剧集 按 顺序 播放	10
想搜索火箭少女101在2019年12月31日参加的湖南卫视跨年演唱会的视频	Video-Play	想 搜索 火箭 少女 101 在 2019 年 12 月 31 日 参加 的 湖南卫视 跨年 演唱会 的 视频	10
放葫芦兄弟精彩合集给小孩看	Video-Play	放 葫芦兄弟 精彩 合集 给 小孩 看	10
5月09日发生的八旬老人破世界纪录的新闻视频给我回放下吧我想看	Video-Play	5 月 09 日 发生 的 八旬 老人 破 世界纪录 的 新闻 视频 给 我 回 放下 吧 我 想 看	10
给我找宫崎骏的采访视频	Video-Play	给 我 找 宫崎骏 的 采访 视频	10
给我回放2014年巴西世界杯闭幕式	Video-Play	给 我 回放 2014 年 巴西 世界杯 闭幕式	10
我想看2020年谍战电视剧隐秘而伟大第五集的花絮	Video-Play	我 想 看 2020 年谍 战 电视剧 隐秘 而 伟大 第五集 的 花絮	10
放一个梁静茹演唱会唱歌的视频	Video-Play	放 一个 梁静茹 演唱会 唱歌 的 视频	10
刘亦菲的电影的幕后花絮给我找一个	Video-Play	刘亦菲 的 电影 的 幕后 花絮 给 我 找 一个	10
按照时间顺序播放百变马丁的相关视频	Video-Play	按照 时间 顺序 播放 百变 马丁 的 相关 视频	10
2021年在中国播出的亲爱的柠檬先生的介绍视频帮我播放吧	Video-Play	2021 年 在 中国 播出 的 亲爱 的 柠檬 先生 的 介绍 视频 帮 我 播放 吧	10
2021年五月天唱歌的视频找一个出来	Video-Play	2021 年 五月天 唱歌 的 视频 找 一个 出来	10
给我再一次播放2011年羽毛球世锦赛林丹对盖德的男单半决赛的视频	Video-Play	给 我 再 一次 播放 2011 年 羽毛球 世锦赛 林丹 对 盖德 的 男单 半决赛 的 视频	10
给我找下2008年雅典奥运会刘翔12秒91的破纪录视频	Video-Play	给 我 找 下 2008 年 雅典 奥运会 刘翔 12 秒 91 的 破纪录 视频	10
给我搜索一下游泳世锦赛孙杨400米自由泳击败霍顿的比赛视频	Video-Play	给 我 搜索 一下 游泳 世锦赛 孙杨 400 米 自由泳 击败 霍顿 的 比赛 视频	10
李佳琦最新一期直播帮我找一下	Video-Play	李佳琦 最新 一期 直播 帮 我 找 一下	10
小米11 uitra的开箱视频找一下	Video-Play	小米 11   uitra 的 开箱 视频 找 一下	10
播一个晚上零点30更新的国产动漫	Video-Play	播 一个 晚上 零点 30 更新 的 国产 动漫	10
我想看去年上映的泳者孙杨这部纪录片	Video-Play	我 想 看 去年 上映 的 泳者 孙 杨 这部 纪录片	10
给我来一个陈乔恩4月17日拍摄封面的花絮视频	Video-Play	给 我 来 一个 陈乔恩 4 月 17 日 拍摄 封面 的 花絮 视频	10
韩国电影徐福的介绍视频帮我找一下	Video-Play	韩国 电影 徐福 的 介绍 视频 帮 我 找 一下	10
2021年易烊千玺拍摄送你一朵小红花的现场花絮还能找到吗	Video-Play	2021 年易 烊 千玺 拍摄 送 你 一朵 小红花 的 现场 花絮 还 能 找到 吗	10
找几个周杰伦演唱会唱歌的视频来看	Video-Play	找 几个 周杰伦 演唱会 唱歌 的 视频 来看	10
我想看2019年男篮世界杯	Video-Play	我 想 看 2019 年 男篮 世界杯	10
能不能搜一下王牌对王牌这个节目	Video-Play	能 不能 搜 一下 王牌 对 王牌 这个 节目	10
给我打开5月24日集齐所有火箭筒吃鸡的游戏视频	Video-Play	给 我 打开 5 月 24 日 集齐 所有 火箭筒 吃 鸡 的 游戏 视频	10
2月24日发生的C罗继续改写纪录这个新闻视频我想看	Video-Play	2 月 24 日 发生 的 C 罗 继续 改写 纪录 这个 新闻 视频 我 想 看	10
查找电影老炮儿许晴cut	Video-Play	查找 电影 老炮儿 许晴 cut	10
给播放小猪佩奇的第三十九集的花絮	Video-Play	给 播放 小猪 佩奇 的 第三十九 集 的 花絮	10
王者荣耀KPL比赛的视频播一下	Video-Play	王者 荣耀 KPL 比赛 的 视频 播 一下	10
帮我找在上海王俊凯出席新品发布会的视频	Video-Play	帮 我 找 在 上海 王俊凯 出席 新品 发布会 的 视频	10
5月4日发生的青春有你倒牛奶事件的视频找一下	Video-Play	5 月 4 日 发生 的 青春 有 你 倒 牛奶 事件 的 视频 找 一下	10
给我来一个美国纪录片鸟瞰美国	Video-Play	给 我 来 一个 美国 纪录片 鸟瞰 美国	10
我想看而要创造今年讲解贪吃蛇大作战的视频	Video-Play	我 想 看 而 要 创造 今年 讲解 贪吃蛇 大 作战 的 视频	10
随便播一个2021年晚上17点更新的动漫	Video-Play	随便 播 一个 2021 年 晚上 17 点 更新 的 动漫	10
给我放一下成龙电影的幕后花絮吧	Video-Play	给 我 放 一下 成龙 电影 的 幕后 花絮 吧	10
我希望找到关于奇迹文学类的综艺观看	Video-Play	我 希望 找到 关于 奇迹 文学类 的 综艺 观看	10
我想看有关鲁班七号这个英雄的王者荣耀直播	Video-Play	我 想 看 有关 鲁班 七号 这个 英雄 的 王者 荣耀 直播	10
能不能给我来一个露娜极限反杀的游戏讲解视频	Video-Play	能 不能 给 我 来 一个 露娜 极限 反杀 的 游戏 讲解 视频	10
很想看越南的电影预告片随便播一个给我	Video-Play	很 想 看 越南 的 电影 预告片 随便 播 一个 给 我	10
放一个单依晨2020年在中国好声音里唱歌的视频	Video-Play	放 一个 单依晨 2020 年 在 中国 好 声音 里 唱歌 的 视频	10
我想看下张大仙直播大小姐孙尚香急速翻滚飘逸秀走位的直播	Video-Play	我 想 看 下 张大 仙 直播 大 小姐 孙尚香 急速 翻滚 飘逸 秀 走位 的 直播	10
给我们找个益智类动画看呀	Video-Play	给 我们 找个 益智类 动画 看 呀	10
放一个关于动物的韩国纪录片	Video-Play	放 一个 关于 动物 的 韩国 纪录片	10
播一个晚上19点更新的国产动漫	Video-Play	播 一个 晚上 19 点 更新 的 国产 动漫	10
回放上星期五晚上芒果TV的快乐大本营	Video-Play	回放 上 星期五 晚上 芒果 TV 的 快乐 大本营	10
播放一下4月18日英雄联盟比赛的视频	Video-Play	播放 一下 4 月 18 日 英雄 联盟 比赛 的 视频	10
播一个晚上22点更新的国产动漫	Video-Play	播 一个 晚上 22 点 更新 的 国产 动漫	10
5月25号的王者荣耀比赛视频给我放一下	Video-Play	5 月 25 号 的 王者 荣耀 比赛 视频 给 我 放 一下	10
我想找一下姚明在NBA打篮球的视频	Video-Play	我 想 找 一下 姚明 在 NBA 打篮球 的 视频	10
给我随便找几个王者荣耀的比赛视频来看看	Video-Play	给 我 随便 找 几个 王者 荣耀 的 比赛 视频 来 看看	10
给我播放2012年国外纪录片神秘阿拉伯	Video-Play	给 我 播放 2012 年 国外 纪录片 神秘 阿拉伯	10
给我播放一个百集文献纪录片山河岁月的第三集湘江北去	Video-Play	给 我 播放 一个 百集 文献 纪录片 山河 岁月 的 第三集 湘 江北 去	10
找一下刘翔的跨栏比赛视频，我想看	Video-Play	找 一下 刘翔 的 跨栏 比赛 视频 ， 我 想 看	10
我想看修罗剑尊上周五更新的那一集	Video-Play	我 想 看 修罗 剑尊 上周五 更新 的 那 一集	10
我现在想看郭德纲的相声视频	Video-Play	我 现在 想 看 郭德纲 的 相声 视频	10
