x	y	cut_x	y_label_idx
听听赵英俊的送你一朵小红花	Music-Play	听听 赵英俊 的 送 你 一朵 小红花	5
快帮我播放周杰伦的稻香	Music-Play	快 帮 我 播放 周杰伦 的 稻香	5
我要听一首薛之谦的认真的雪可以吗	Music-Play	我要 听 一首 薛之谦 的 认真 的 雪 可以 吗	5
我一直单曲循环赵雷的民谣成都	Music-Play	我 一直 单曲 循环 赵雷 的 民谣 成都	5
想听《只要你过得比我好》了，要钟镇涛版	Music-Play	想 听 《 只要 你 过 得 比 我 好 》 了 ， 要 钟镇涛 版	5
来一首00年代的韩文歌	Music-Play	来 一首 00 年代 的 韩文 歌	5
给我播放一首抖音歌曲可以吗	Music-Play	给 我 播放 一首 抖音 歌曲 可以 吗	5
现在把周杰伦的歌都给我顺序播放一下吧	Music-Play	现在 把 周杰伦 的 歌 都 给 我 顺序 播放 一下 吧	5
可可托海的牧羊人可以给我单曲循环吗	Music-Play	可可托海 的 牧羊人 可以 给 我 单曲 循环 吗	5
我想你给我播放几首金莎的二零零几年的歌呢	Music-Play	我 想 你 给 我 播放 几首 金莎 的 二 零零 几年 的 歌 呢	5
播放高丽霞的歌儿一壶老酒	Music-Play	播放 高丽 霞 的 歌儿 一壶 老酒	5
2000年有没有治愈的英文歌听	Music-Play	2000 年 有没有 治愈 的 英文歌 听	5
放一首张叶蕾专辑还是分开里的歌	Music-Play	放 一首 张叶蕾 专辑 还是 分开 里 的 歌	5
帮我随机来一首黄安传灯里的歌曲呢	Music-Play	帮 我 随机 来 一首 黄安 传灯 里 的 歌曲 呢	5
现在我很绝望，请给我单曲循环凉凉。	Music-Play	现在 我 很 绝望 ， 请 给 我 单曲 循环 凉凉 。	5
哆啦A梦的主题曲日语版播放一下啊	Music-Play	哆 啦 A 梦 的 主题曲 日语 版 播放 一下 啊	5
放一下蔡依林的爱情三十六计啊	Music-Play	放 一下 蔡依林 的 爱情 三十六计 啊	5
我就要循环播放月亮代表我的心。	Music-Play	我 就要 循环 播放 月亮代表 我 的 心 。	5
播放李健的中文歌曲异乡人	Music-Play	播放 李健 的 中文歌曲 异乡人	5
莫文蔚2013年的歌来一首吧	Music-Play	莫文蔚 2013 年 的 歌来 一首 吧	5
金莎和林俊杰合唱的歌曲随机来一首	Music-Play	金莎 和 林俊杰 合唱 的 歌曲 随机 来 一首	5
我想听英文版的追光者。	Music-Play	我 想 听 英文版 的 追光 者 。	5
凤凰传奇的歌曲能不能顺序播放呢	Music-Play	凤凰 传奇 的 歌曲 能 不能 顺序 播放 呢	5
属于REVISIT的同道中人立刻播放一下吧	Music-Play	属于 REVISIT 的 同道中人 立刻 播放 一下 吧	5
随机来一首玩乐里的歌吧	Music-Play	随机 来 一首 玩乐 里 的 歌 吧	5
快帮我播放一下江湖流啊要反复唱	Music-Play	快 帮 我 播放 一下 江湖 流 啊 要 反复 唱	5
放一下八十年代张国荣唱的《风再起时》	Music-Play	放 一下 八十年代 张国荣 唱 的 《 风再起 时 》	5
能把林俊杰这些年唱的歌都播放一遍吗	Music-Play	能 把 林俊杰 这些 年 唱的歌 都 播放 一遍 吗	5
三旬内的歌曲可以随机来一个不	Music-Play	三旬 内 的 歌曲 可以 随机 来 一个 不	5
苏打绿的小情歌是不是能播放呢	Music-Play	苏打 绿 的 小 情歌 是不是 能 播放 呢	5
我要听张杰的跨国山海	Music-Play	我要 听 张杰 的 跨国 山海	5
唱个抖音的歌可以不	Music-Play	唱个 抖音 的 歌 可以 不	5
你能给我来一首火辣劲爆的舞曲吗	Music-Play	你 能 给 我 来 一首 火辣 劲 爆 的 舞曲 吗	5
来一首邓丽君的歌儿听听	Music-Play	来 一首 邓丽君 的 歌儿 听听	5
单曲循环周兴哲的怎么了。	Music-Play	单曲 循环 周兴哲 的 怎么 了 。	5
2020年抖音火的歌曲顺序播放下吧	Music-Play	2020 年 抖 音火 的 歌曲 顺序 播放 下 吧	5
按顺序播放逃跑计划专辑世界里的所有歌曲。	Music-Play	按 顺序 播放 逃跑 计划 专辑 世界 里 的 所有 歌曲 。	5
单曲循环夜半小夜曲伴我入眠吧	Music-Play	单曲 循环 夜半 小夜曲 伴 我 入眠 吧	5
周深版的达拉崩吧给我播放一下	Music-Play	周深版 的 达拉 崩 吧 给 我 播放 一下	5
随机来一首舞曲给我可以不	Music-Play	随机 来 一首 舞曲 给 我 可以 不	5
来播放一首梅艳芳的歌儿	Music-Play	来 播放 一首 梅艳芳 的 歌儿	5
汪苏泷专辑大娱乐家随机播放吧	Music-Play	汪苏 泷 专辑 大 娱乐 家 随机 播放 吧	5
古筝版本的高山流水立刻播放呢	Music-Play	古筝 版本 的 高山流水 立刻 播放 呢	5
我想听吻别的英文版本呢	Music-Play	我 想 听 吻 别的 英文 版本 呢	5
帮我播放琵琶古曲春江花月夜	Music-Play	帮 我 播放 琵琶 古曲 春江花月夜	5
我想听李健的向往	Music-Play	我 想 听 李健 的 向往	5
薛之谦去年发行的新歌曲给我播放一个吧	Music-Play	薛之谦 去年 发行 的 新 歌曲 给 我 播放 一个 吧	5
请播放王一博的青春恰时来	Music-Play	请 播放 王一博 的 青春 恰时 来	5
顺序播放归一里的歌曲可以吗	Music-Play	顺序 播放 归一里 的 歌曲 可以 吗	5
把去年的比较火的歌播放一下吧	Music-Play	把 去年 的 比较 火 的 歌 播放 一下 吧	5
能不能单曲给我放一下月亮之上	Music-Play	能 不能 单曲 给 我 放 一下 月亮 之上	5
今年最治愈的歌曲来一首呗	Music-Play	今年 最 治愈 的 歌曲 来 一首 呗	5
我想听pig小优版本的画舫烟中浅	Music-Play	我 想 听 pig 小优 版本 的 画舫 烟中 浅	5
周杰伦叶惠美专辑里的歌顺序播放一下吧	Music-Play	周杰伦 叶惠美 专辑 里 的 歌 顺序 播放 一下 吧	5
听一下经典老歌最浪漫的事	Music-Play	听 一下 经典 老歌 最 浪漫 的 事	5
微博热搜上的万能青年旅店他们的冀西南林路专辑现在我想听	Music-Play	微博热 搜上 的 万能 青年 旅店 他们 的 冀 西南 林 路 专辑 现在 我 想 听	5
想听陈奕迅的浮夸粤语版啊	Music-Play	想 听 陈奕迅 的 浮夸 粤语版 啊	5
黑龙的盗心贼循环播放	Music-Play	黑龙 的 盗心 贼 循环 播放	5
盗将行循环播放，要花粥、马玉阳版的	Music-Play	盗将行 循环 播放 ， 要花 粥 、 马玉阳版 的	5
给我放个李玲玉的美人吟	Music-Play	给 我 放个 李玲玉 的 美人吟	5
听后能让人安静下来的钢琴曲来一首吧	Music-Play	听后 能 让 人 安静下来 的 钢琴曲 来 一首 吧	5
给我随机来一首90年代的老歌吧	Music-Play	给 我 随机 来 一首 90 年代 的 老歌 吧	5
钢琴曲来一首欢乐情绪的吧	Music-Play	钢琴曲 来 一首 欢乐 情绪 的 吧	5
我想听古风歌曲我的一个道姑朋友	Music-Play	我 想 听 古风 歌曲 我 的 一个 道姑 朋友	5
我想听听歌手许嵩的浪	Music-Play	我 想 听听 歌手 许嵩 的 浪	5
你能把难忘今宵给我一直循环唱一下么	Music-Play	你 能 把 难忘 今宵 给 我 一直 循环 唱 一下 么	5
张学友的粤语专辑里面的歌随机来一首呗	Music-Play	张学友 的 粤语 专辑 里面 的 歌 随机 来 一首 呗	5
1999年的歌给我按顺序播放一下吧	Music-Play	1999 年 的 歌 给 我 按 顺序 播放 一下 吧	5
播放周深的大鱼	Music-Play	播放 周深 的 大鱼	5
你能把卡农给我单曲循环吗	Music-Play	你 能 把 卡农 给 我 单曲 循环 吗	5
需要你来一首周传雄给山河令唱的插曲呢	Music-Play	需要 你 来 一首 周传雄 给 山河 令唱 的 插曲 呢	5
随便放一首郭兰英老师的歌	Music-Play	随便 放 一首 郭兰英 老师 的 歌	5
能不能给我来一首关于爱情的悲伤音乐啊	Music-Play	能 不能 给 我 来 一首 关于 爱情 的 悲伤 音乐 啊	5
放一下小虎队的《青苹果乐园》	Music-Play	放 一下 小虎队 的 《 青苹果 乐园 》	5
2000年周杰伦的歌来首呢	Music-Play	2000 年 周杰伦 的 歌来首 呢	5
我想听任贤齐的春天花会开	Music-Play	我 想 听 任贤齐 的 春天 花会 开	5
搜一下70年代的古典音乐	Music-Play	搜 一下 70 年代 的 古典音乐	5
可不可以给我来一首周杰伦的告白气球听听	Music-Play	可不可以 给 我 来 一首 周杰伦 的 告白 气球 听听	5
播放我爱北京天安门，七十年代的	Music-Play	播放 我 爱 北京 天安门 ， 七十年代 的	5
我们可以随机播放凤凰传奇的歌吗	Music-Play	我们 可以 随机 播放 凤凰 传奇 的 歌 吗	5
播一下用二胡演奏的上个世纪的武侠纯音乐	Music-Play	播 一下 用 二胡 演奏 的 上个世纪 的 武侠 纯音乐	5
21世纪前的古典歌曲可以来一首不	Music-Play	21 世纪 前 的 古典 歌曲 可以 来 一首 不	5
我需要听几首今年抖音比较热的神曲呢	Music-Play	我 需要 听 几首 今年 抖音 比较 热 的 神曲 呢	5
放个民谣歌曲，比如陈粒的历历万乡	Music-Play	放个 民谣 歌曲 ， 比如 陈粒 的 历历 万乡	5
是不是可以随便来一首邓紫棋的歌曲啊	Music-Play	是不是 可以 随便 来 一首 邓紫棋 的 歌曲 啊	5
我要听水手现场版	Music-Play	我要 听 水手 现场版	5
锦鲤抄，我要听银临 云泣他俩唱的	Music-Play	锦鲤 抄 ， 我要 听 银临   云泣 他俩 唱 的	5
来一首丝竹行街听听	Music-Play	来 一首 丝竹 行街 听听	5
随机播放一首上过春晚的歌曲	Music-Play	随机 播放 一首 上 过 春晚 的 歌曲	5
给我放陈立农唱的宝贝。	Music-Play	给 我 放 陈立 农唱 的 宝贝 。	5
我想单曲循环赵雷的成都	Music-Play	我 想 单曲 循环 赵雷 的 成都	5
我想听一首上个世纪的钢琴曲	Music-Play	我 想 听 一首 上个世纪 的 钢琴曲	5
播放20年的专辑我们很好	Music-Play	播放 20 年 的 专辑 我们 很 好	5
三生三世十里桃花里张碧晨和杨宗纬唱的歌播放一次吧	Music-Play	三生 三世 十里 桃花 里 张碧晨 和 杨宗纬 唱的歌 播放 一次 吧	5
要你播张国荣的专辑REVISIT呢	Music-Play	要 你播 张国荣 的 专辑 REVISIT 呢	5
单曲循环我们不一样	Music-Play	单曲 循环 我们 不 一样	5
说唱歌曲空壳播放	Music-Play	说 唱歌曲 空壳 播放	5
播放吴亦凡的July	Music-Play	播放 吴亦凡 的 July	5
难过，想听再见吧我最爱的你里的歌	Music-Play	难过 ， 想 听 再见 吧 我 最 爱 的 你 里 的 歌	5
给我听林忆莲的《爱上一个不回家的人》	Music-Play	给 我 听 林忆莲 的 《 爱上 一个 不 回家 的 人 》	5
英文演奏的萨克斯有没有推荐的	Music-Play	英文 演奏 的 萨克斯 有没有 推荐 的	5
我想播放林启得的大田俊生仔	Music-Play	我 想 播放 林启得 的 大田 俊 生仔	5
播放赵雷的民谣南方姑娘。	Music-Play	播放 赵雷 的 民谣 南方 姑娘 。	5
我得听点儿励志歌儿，播放怒放的生命	Music-Play	我 得 听 点儿 励志 歌儿 ， 播放 怒放 的 生命	5
沈文裕的钢琴曲可以播放不	Music-Play	沈文裕 的 钢琴曲 可以 播放 不	5
你能给我播放一个欢快的韩语歌吗	Music-Play	你 能 给 我 播放 一个 欢快 的 韩语 歌 吗	5
放个比较轻松的90年代的网络歌曲吧	Music-Play	放个 比较 轻松 的 90 年代 的 网络 歌曲 吧	5
我需要一首华晨宇的烟火里的尘埃	Music-Play	我 需要 一首 华晨 宇 的 烟火 里 的 尘埃	5
立即播放葛东琪的定义	Music-Play	立即 播放 葛东琪 的 定义	5
放一首50年代的令人激情燃烧的歌曲	Music-Play	放 一首 50 年代 的 令人 激情 燃烧 的 歌曲	5
能不能唱一首民谣四块五给我呢	Music-Play	能 不能 唱 一首 民谣 四块 五给 我 呢	5
来几首王力宏欢快的歌曲	Music-Play	来 几首 王力宏 欢快 的 歌曲	5
立刻播放薛之谦的专辑天外来物	Music-Play	立刻 播放 薛之谦 的 专辑 天 外来 物	5
播放摇滚歌神崔健的一无所有	Music-Play	播放 摇滚 歌神 崔健 的 一无所有	5
顺序播放专辑你一定要幸福里的歌曲	Music-Play	顺序 播放 专辑 你 一定 要 幸福 里 的 歌曲	5
上次听过的小提琴演奏的西班牙语歌放一下	Music-Play	上次 听过 的 小提琴 演奏 的 西班牙语 歌放 一下	5
二胡曲子二泉映月来放一下吧	Music-Play	二胡曲 子 二泉映月 来放 一下 吧	5
随机能来一首民谣不	Music-Play	随机 能 来 一首 民谣 不	5
请随机播放专辑墨镜里的歌	Music-Play	请 随机 播放 专辑 墨镜 里 的 歌	5
我已经开始听海洋之息这首钢琴曲了	Music-Play	我 已经 开始 听 海洋 之息 这首 钢琴曲 了	5
我要听东宫里的插曲爱殇	Music-Play	我要 听 东宫 里 的 插曲 爱殇	5
我想随机播放一首许魏洲唱的歌。	Music-Play	我 想 随机 播放 一首 许魏洲 唱的歌 。	5
给我找一下古筝伴奏版的卷珠帘停一会	Music-Play	给 我 找 一下 古筝 伴奏 版 的 卷 珠帘 停 一会	5
单曲循环speak low	Music-Play	单曲 循环 speak   low	5
随便播放一首专辑环绕里的歌	Music-Play	随便 播放 一首 专辑 环绕 里 的 歌	5
我要听一首2020年的英文歌曲呢	Music-Play	我要 听 一首 2020 年 的 英文歌曲 呢	5
你能不能给我播放一下薛之谦的丑八怪呢	Music-Play	你 能 不能 给 我 播放 一下 薛之谦 的 丑八怪 呢	5
赶紧给我随机来一首周杰伦的歌	Music-Play	赶紧 给 我 随机 来 一首 周杰伦 的 歌	5
2014年的胡彦斌当爱已成往事播放一下吧	Music-Play	2014 年 的 胡彦斌 当爱已 成 往事 播放 一下 吧	5
播放一会仙剑三的主题曲给我听听吧	Music-Play	播放 一会 仙剑三 的 主题曲 给 我 听听 吧	5
播放九十年代的涛声依旧，不要翻唱的	Music-Play	播放 九十年代 的 涛声 依旧 ， 不要 翻唱 的	5
我要听一首林俊杰2014年发行的歌曲呢	Music-Play	我要 听 一首 林俊杰 2014 年 发行 的 歌曲 呢	5
是不是能给我来一首12年的歌曲呢	Music-Play	是不是 能 给 我 来 一首 12 年 的 歌曲 呢	5
播放一首欧美新歌	Music-Play	播放 一首 欧美 新 歌	5
请播放一首刘欢老师的歌，那首都行	Music-Play	请 播放 一首 刘欢 老师 的 歌 ， 那 首都 行	5
随机来首睡前听的应景的歌曲吧	Music-Play	随机 来首 睡 前 听 的 应景 的 歌曲 吧	5
胡彦斌的太歌专辑全部播放一下	Music-Play	胡彦斌 的 太歌 专辑 全部 播放 一下	5
我想听奈何里面的歌，随机一首就行	Music-Play	我 想 听 奈何 里面 的 歌 ， 随机 一首 就行	5
是不是能帮我找一个今年新发的古典乐	Music-Play	是不是 能 帮 我 找 一个 今年 新发 的 古典 乐	5
去年抖音最火的神曲随机一首听吧	Music-Play	去年 抖音 最火 的 神曲 随机 一首 听 吧	5
随便放一首2019年春晚的人气歌	Music-Play	随便 放 一首 2019 年 春晚 的 人气 歌	5
准备播放赵英俊的送你一朵小红花	Music-Play	准备 播放 赵英俊 的 送 你 一朵 小红花	5
我想随机听一下REVISIT里的歌	Music-Play	我 想 随机 听 一下 REVISIT 里 的 歌	5
打开用电吉他演奏的海阔天空，要纯音乐版的那个哦	Music-Play	打开 用 电吉他 演奏 的 海阔天空 ， 要 纯音乐 版 的 那个 哦	5
接下来我要听张哲瀚的光	Music-Play	接下来 我要 听 张哲瀚 的 光	5
Famille的Génération Goldman单曲循环	Music-Play	Famille 的 G é n é ration   Goldman 单曲 循环	5
请播放何文彪演唱的太阳岛上	Music-Play	请 播放 何文彪 演唱 的 太阳 岛上	5
七十年代边疆的泉水清又纯播放	Music-Play	七十年代 边疆 的 泉水 清 又 纯 播放	5
夏之旅能不能单曲循环下去呢	Music-Play	夏 之 旅能 不能 单曲 循环 下去 呢	5
把周深的大鱼帮我单曲循环好吗	Music-Play	把 周深 的 大鱼 帮 我 单曲 循环 好 吗	5
我想听一首近期出的钢琴曲	Music-Play	我 想 听 一首 近期 出 的 钢琴曲	5
播放吹打乐丰收锣鼓庆祝一下	Music-Play	播放 吹打乐 丰收 锣鼓 庆祝 一下	5
关于三国的歌曲随机来一个吧	Music-Play	关于 三国 的 歌曲 随机 来 一个 吧	5
调个60年代的藏语歌曲吧	Music-Play	调个 60 年代 的 藏语 歌曲 吧	5
薛之谦的专辑里的歌随机放一个可以吗	Music-Play	薛之谦 的 专辑 里 的 歌 随机 放 一个 可以 吗	5
陈奕迅一首歌一个故事里面的歌曲随机来一首	Music-Play	陈奕迅 一首歌 一个 故事 里面 的 歌曲 随机 来 一首	5
张学友90年代专辑真爱里面的歌曲随机来一个听吧	Music-Play	张学友 90 年代 专辑 真 爱 里面 的 歌曲 随机 来 一个 听 吧	5
单曲循环播放潘玮柏的反转地球	Music-Play	单曲 循环 播放 潘玮柏 的 反转 地球	5
我想听一个2011年的英文歌	Music-Play	我 想 听 一个 2011 年 的 英文歌	5
随机播放一首00年代的英文歌。	Music-Play	随机 播放 一首 00 年代 的 英文歌 。	5
轻柔曲调的老歌随机来一首吧	Music-Play	轻柔 曲调 的 老歌 随机 来 一首 吧	5
张娜拉的韩语歌随机来一首吧	Music-Play	张 娜拉 的 韩语 歌 随机 来 一首 吧	5
放一首想去海边让我高兴一下来回放	Music-Play	放 一首 想 去 海边 让 我 高兴 一下 来回 放	5
来一首吉他弹唱的歌吧	Music-Play	来 一首 吉他 弹 唱的歌 吧	5
长歌行里面萨顶顶唱的那首歌播放一下呗	Music-Play	长 歌行 里面 萨 顶顶 唱 的 那首歌 播放 一下 呗	5
能不能直接来一首2000年的浪漫情歌	Music-Play	能 不能 直接 来 一首 2000 年 的 浪漫 情歌	5
你可以唱一个西班牙语歌曲给我听一下	Music-Play	你 可以 唱 一个 西班牙语 歌曲 给 我 听 一下	5
随机来首2009年的英文歌吧	Music-Play	随机 来首 2009 年 的 英文歌 吧	5
给我找到凉凉的钢琴版播放	Music-Play	给 我 找到 凉凉的 钢琴 版 播放	5
郑容和的和.唱 STAY IN TOUCH里面的歌随机来一首吧	Music-Play	郑容 和 的 和 . 唱   STAY   IN   TOUCH 里面 的 歌 随机 来 一首 吧	5
播放任同祥吹奏的李二嫂改嫁	Music-Play	播放 任同祥 吹奏 的 李二嫂 改嫁	5
我想听刘德华唱的忘情水	Music-Play	我 想 听 刘德华 唱 的 忘情水	5
阿拉伯语言的歌曲随机来一首可以不	Music-Play	阿拉伯 语言 的 歌曲 随机 来 一首 可以 不	5
像风一样可以单曲循环不	Music-Play	像 风 一样 可以 单曲 循环 不	5
我想要听腐草为萤里的歌，挨着个儿播放就行	Music-Play	我 想要 听腐草 为 萤里 的 歌 ， 挨着 个儿 播放 就行	5
单曲循环修炼爱情	Music-Play	单曲 循环 修炼 爱情	5
唱一首欢快的日语歌曲吧	Music-Play	唱 一首 欢快 的 日语 歌曲 吧	5
我要听广场舞神曲荷塘月色	Music-Play	我要 听 广场 舞 神曲 荷塘月色	5
法语歌立刻随机来一首吧	Music-Play	法语歌 立刻 随机 来 一首 吧	5
能不能单曲循环凤凰传奇的歌	Music-Play	能 不能 单曲 循环 凤凰 传奇 的 歌	5
难得想听一首古琴创作的音乐，在歌单里顺序播放	Music-Play	难得 想 听 一首 古琴 创作 的 音乐 ， 在 歌单 里 顺序 播放	5
REVISIT里面的歌曲随机来一首吧，张国荣的	Music-Play	REVISIT 里面 的 歌曲 随机 来 一首 吧 ， 张国荣 的	5
我想听肖战的余年帮我播放一下	Music-Play	我 想 听 肖战 的 余年 帮 我 播放 一下	5
我要单曲循环我最喜欢的一首英文歌Let it go。	Music-Play	我要 单曲 循环 我 最 喜欢 的 一首 英文歌 Let   it   go 。	5
你随便找一首许嵩的前期的歌给我听听吧	Music-Play	你 随便 找 一首 许嵩 的 前期 的 歌 给 我 听听 吧	5
听赵英俊的送你一朵小红花	Music-Play	听 赵英俊 的 送 你 一朵 小红花	5
随机播放畅销榜单里的歌	Music-Play	随机 播放 畅销 榜单 里 的 歌	5
单曲循环相亲相爱一家人	Music-Play	单曲 循环 相亲相爱 一家人	5
有点像听90年代的古典歌曲呢	Music-Play	有点像 听 90 年代 的 古典 歌曲 呢	5
真的特别想听韩语的不得不爱	Music-Play	真的 特别 想 听 韩语 的 不得不 爱	5
帮我放一首听了就想笑的日语歌给我听好吗	Music-Play	帮 我 放 一首 听 了 就 想 笑 的 日语 歌给 我 听 好 吗	5
周杰伦新出的专辑听下呢	Music-Play	周杰伦 新出 的 专辑 听下 呢	5
能不能随便来一首贝多芬的钢琴曲给我啊	Music-Play	能 不能 随便 来 一首 贝多芬 的 钢琴曲 给 我 啊	5
播放笛子名曲春耕时节	Music-Play	播放 笛子 名曲 春耕时节	5
随机来一首上世纪的钢琴曲吧	Music-Play	随机 来 一首 上 世纪 的 钢琴曲 吧	5
有没有花粥的新歌啊	Music-Play	有没有 花粥 的 新歌 啊	5
随便来一首中国新说唱里的歌儿	Music-Play	随便 来 一首 中国 新 说唱 里 的 歌儿	5
孤独这首歌可以单曲循环一下啊	Music-Play	孤独 这 首歌 可以 单曲 循环 一下 啊	5
请播放马思唯的崂山道士。	Music-Play	请 播放 马思 唯 的 崂山 道士 。	5
我要听萨顶顶唱的万物生。	Music-Play	我要 听萨 顶顶 唱 的 万物 生 。	5
能给我找一首2020年发行的欢快歌曲播放么	Music-Play	能 给 我 找 一首 2020 年 发行 的 欢快 歌曲 播放 么	5
帮我选一首归一里的歌曲听听	Music-Play	帮 我 选 一首 归一里 的 歌曲 听听	5
我需要你来一首2021年最火爆的古典音乐给我听呢	Music-Play	我 需要 你 来 一首 2021 年 最 火爆 的 古典音乐 给 我 听 呢	5
随便放一个郑绪兰的歌儿	Music-Play	随便 放 一个 郑绪兰 的 歌儿	5
唱几首贾斯汀比伯的英文歌吧	Music-Play	唱 几首 贾 斯汀 比伯 的 英文歌 吧	5
放一首周深的大鱼听一听	Music-Play	放 一首 周深 的 大鱼 听 一 听	5
你是不是能播放一首比较小清新的歌曲呀	Music-Play	你 是不是 能 播放 一首 比较 小 清新 的 歌曲 呀	5
我想听张信哲的过火	Music-Play	我 想 听 张信哲 的 过火	5
郎朗人气最高的曲子你可以播放一下不	Music-Play	郎朗 人气 最高 的 曲子 你 可以 播放 一下 不	5
有俄语古典音乐给我听听吗	Music-Play	有 俄语 古典音乐 给 我 听听 吗	5
顺序播放往后余生、小半	Music-Play	顺序 播放 往后 余生 、 小半	5
我想你随机给我来一首俄语歌曲呢	Music-Play	我 想 你 随机 给 我 来 一首 俄语 歌曲 呢	5
能播放一下胡彦斌的专辑太歌里的歌吗	Music-Play	能 播放 一下 胡彦斌 的 专辑 太歌 里 的 歌 吗	5
可以播放2008年的比较治愈的主题曲吗	Music-Play	可以 播放 2008 年 的 比较 治愈 的 主题曲 吗	5
在跳舞的时候想随机播放三小时的韩文歌。	Music-Play	在 跳舞 的 时候 想 随机 播放 三 小时 的 韩文 歌 。	5
2020年的电视金曲随机来几首吧	Music-Play	2020 年 的 电视 金曲 随机 来 几首 吧	5
帮我找一首2011年发行的德语歌播放可以不	Music-Play	帮 我 找 一首 2011 年 发行 的 德语 歌 播放 可以 不	5
2021到今天最高收听的歌曲唱一下	Music-Play	2021 到 今天 最高 收听 的 歌曲 唱 一下	5
我准备十分钟之后听张信哲的过火	Music-Play	我 准备 十分钟 之后 听 张信哲 的 过火	5
我想感受一下周杰伦的晴天有多好听	Music-Play	我 想 感受一下 周杰伦 的 晴天 有 多 好听	5
单曲循环一下钢琴曲卡农吧	Music-Play	单曲 循环 一下 钢琴曲 卡农 吧	5
播放专辑独里的海底	Music-Play	播放 专辑 独里 的 海底	5
放一首贝多芬17世纪创作的曲子给我可以吗	Music-Play	放 一首 贝多芬 17 世纪 创作 的 曲子 给 我 可以 吗	5
放一下迪克牛仔的经典有多少爱可以重来	Music-Play	放 一下 迪克牛仔 的 经典 有 多少 爱 可以 重 来	5
有没有古风类的歌曲随机来一首	Music-Play	有没有 古风 类 的 歌曲 随机 来 一首	5
我需要停一会古筝弹奏的十面埋伏呢	Music-Play	我 需要 停 一会 古筝 弹奏 的 十面埋伏 呢	5
庞龙的两只蝴蝶给我来听听可以吗	Music-Play	庞龙 的 两只 蝴蝶 给 我 来 听听 可以 吗	5
听一首钢琴曲，李云迪的吧	Music-Play	听 一首 钢琴曲 ， 李云迪 的 吧	5
播放歌曲消愁毛不易的	Music-Play	播放歌曲 消愁 毛 不易 的	5
放邓紫棋的手心的蔷薇可以吗	Music-Play	放 邓紫棋 的 手心 的 蔷薇 可以 吗	5
名侦探柯南的日语主题曲播放	Music-Play	名 侦探 柯南 的 日语 主题曲 播放	5
随机播放一个2000年的歌曲	Music-Play	随机 播放 一个 2000 年 的 歌曲	5
许嵩的寻宝游戏里面的歌曲播放呢	Music-Play	许嵩 的 寻宝 游戏 里面 的 歌曲 播放 呢	5
2000年出的英语歌唱一首呗	Music-Play	2000 年 出 的 英语 歌唱 一首 呗	5
2019年超治愈的歌曲有没有呢	Music-Play	2019 年超 治愈 的 歌曲 有没有 呢	5
播放群星合唱的祝福你	Music-Play	播放 群星 合唱 的 祝福 你	5
我要唱高音王妃萧敬腾的哟	Music-Play	我要 唱 高音 王妃 萧敬腾 的 哟	5
影视金曲随机来一首	Music-Play	影视 金曲 随机 来 一首	5
播放王菲的因为爱情	Music-Play	播放 王菲 的 因为 爱情	5
请单曲循环七里香	Music-Play	请 单曲 循环 七里香	5
我想听徐佳莹的失落沙洲	Music-Play	我 想 听 徐佳莹 的 失落 沙洲	5
放一首欧阳娜娜拉的大提琴曲。	Music-Play	放 一首 欧阳 娜娜 拉 的 大提琴 曲 。	5
放一首古典音乐柴可夫斯基的天鹅湖吧	Music-Play	放 一首 古典音乐 柴可夫斯基 的 天鹅湖 吧	5
随便来一首巴乌演奏的音乐	Music-Play	随便 来 一首 巴乌 演奏 的 音乐	5
能不能播放一下今年最火爆的抖音歌曲	Music-Play	能 不能 播放 一下 今年 最 火爆 的 抖音 歌曲	5
找一首西南地区的民谣听	Music-Play	找 一首 西南地区 的 民谣 听	5
我要听一下许嵩出道后的专辑呼吸之野	Music-Play	我要 听 一下 许嵩 出道 后 的 专辑 呼吸 之野	5
我要听归，播放rap版	Music-Play	我要 听 归 ， 播放 rap 版	5
想听2017年的专辑人生路	Music-Play	想 听 2017 年 的 专辑 人生路	5
麻烦单曲循环但愿人长久	Music-Play	麻烦 单曲 循环 但愿人长久	5
能来一首周杰伦最高点击量的歌曲吗	Music-Play	能 来 一首 周杰伦 最高 点击 量 的 歌曲 吗	5
随机播放一首90年代的韩文歌。	Music-Play	随机 播放 一首 90 年代 的 韩文 歌 。	5
顺序播放郑智化的《堕落天使》、《蕾丝花边》	Music-Play	顺序 播放 郑智化 的 《 堕落 天使 》 、 《 蕾丝 花边 》	5
我听的就是黄霄云的星辰大海	Music-Play	我 听 的 就是 黄霄云 的 星辰 大海	5
播放费翔的故乡的云	Music-Play	播放 费翔 的 故乡 的 云	5
麻烦让我听一下2021年最新的歌曲可以吗	Music-Play	麻烦 让 我 听 一下 2021 年 最新 的 歌曲 可以 吗	5
我必须听我们的时光这首流行歌	Music-Play	我 必须 听 我们 的 时光 这首 流行歌	5
我想循环播放林俊杰的小酒窝。	Music-Play	我 想 循环 播放 林俊杰 的 小 酒窝 。	5
我需要一首治愈系的英文歌曲呢	Music-Play	我 需要 一首 治愈 系 的 英文歌曲 呢	5
挨着放最美情缘里的歌儿	Music-Play	挨着 放 最美 情缘 里 的 歌儿	5
我准备听献给爱丽丝这首钢琴曲	Music-Play	我 准备 听 献给 爱丽丝 这首 钢琴曲	5
能不能来一首比较悲怆的钢琴曲呢	Music-Play	能 不能 来 一首 比较 悲怆 的 钢琴曲 呢	5
