x	y	cut_x	y_label_idx
我要听CNR音乐之声现在播的音乐LIVE	Radio-Listen	我要 听 CNR 音乐 之声 现在 播 的 音乐 LIVE	7
接着前面听的感情类的真爱频道	Radio-Listen	接着 前面 听 的 感情 类 的 真爱 频道	7
调到陈燕的燕子解说节目	Radio-Listen	调到 陈燕 的 燕子 解说 节目	7
立即播放91点4成都交通广播	Radio-Listen	立即 播放 91 点 4 成都 交通广播	7
来给我继续收听下频率是一零五点九的高要人民广播电台吧	Radio-Listen	来 给 我 继续 收听 下 频率 是 一零 五点 九 的 高要 人民 广播电台 吧	7
没想到我现在收听的正是FM91.5的美好生活电台	Radio-Listen	没想到 我 现在 收听 的 正是 FM91.5 的 美好生活 电台	7
帮我找到李明依下午1点主持的那个节目	Radio-Listen	帮 我 找到 李明依 下午 1 点 主持 的 那个 节目	7
频率是九七点八的大连海事大学给我收听一下可以吗	Radio-Listen	频率 是 九 七点 八 的 大连海事大学 给 我 收听 一下 可以 吗	7
给调CNR香港之声去听那个音乐达人汇	Radio-Listen	给 调 CNR 香港 之声 去 听 那个 音乐 达人汇	7
FM95点5的四川电台岷江音乐台找过去哈	Radio-Listen	FM95 点 5 的 四川 电台 岷江 音乐台 找 过去 哈	7
想听一个齐莺主持的每日音乐广播	Radio-Listen	想 听 一个 齐莺 主持 的 每日 音乐 广播	7
给我调出马路主持的银河台	Radio-Listen	给 我 调出 马路 主持 的 银河 台	7
105点7大连体育可以帮我播放吗	Radio-Listen	105 点 7 大连 体育 可以 帮 我 播放 吗	7
是不是能给我听一个频率是九零点六的肇庆人民广播电台第二台啊	Radio-Listen	是不是 能 给 我 听 一个 频率 是 九 零点 六 的 肇庆 人民 广播电台 第二台 啊	7
频率是九八点零的中央人民广播电台二台经济之声收听一下呢	Radio-Listen	频率 是 九 八点 零 的 中央人民广播电台 二台 经济 之声 收听 一下 呢	7
等一会播放西安广播电视台中历史型的节目	Radio-Listen	等 一会 播放 西安 广播 电视台 中 历史 型 的 节目	7
资讯非常道那个广播节目拨过去	Radio-Listen	资讯 非常 道 那个 广播节目 拨 过去	7
麻烦帮我看一下潮安人民广播电台在播放什么	Radio-Listen	麻烦 帮 我 看 一下 潮安 人民 广播电台 在 播放 什么	7
晓楠主持的都市之声现在就播出给我	Radio-Listen	晓楠 主持 的 都市 之声 现在 就 播出 给 我	7
调到FM94点7听那个经典947	Radio-Listen	调到 FM94 点 7 听 那个 经典 947	7
找一下中央人民广播的华夏之声	Radio-Listen	找 一下 中央 人民 广播 的 华夏 之声	7
给我找到林林主持的城市乐	Radio-Listen	给 我 找到 林林 主持 的 城市 乐	7
放一下频率是八八点五的江宁电台	Radio-Listen	放 一下 频率 是 八 八点 五 的 江宁 电台	7
放一下经济类的南京经济电台	Radio-Listen	放 一下 经济 类 的 南京 经济 电台	7
马上调到中国之声调频是FM106.1	Radio-Listen	马上 调 到 中国 之声 调频 是 FM106.1	7
想听广州音乐之声了给调到FM102点7	Radio-Listen	想 听 广州 音乐 之声 了 给 调到 FM102 点 7	7
播放上海戏曲广播中的戏曲	Radio-Listen	播放 上海 戏曲 广播 中 的 戏曲	7
帮我找到中国戏剧广播里的秦腔节目按节目列表顺序播放	Radio-Listen	帮 我 找到 中国 戏剧 广播 里 的 秦腔 节目 按 节目 列表 顺序 播放	7
换个台就四川生活旅游都市广播在FM97点0	Radio-Listen	换个 台 就 四川 生活 旅游 都市 广播 在 FM97 点 0	7
我想听开浩御书房	Radio-Listen	我 想 听 开浩御 书房	7
新闻台的重庆之声给我找一找啊	Radio-Listen	新闻台 的 重庆 之声 给 我 找 一 找 啊	7
快点儿调到中国之声去我要听千里共良宵	Radio-Listen	快点儿 调 到 中国 之声 去 我 要 听 千里 共 良宵	7
广西音乐那个是FM950拨到那儿去	Radio-Listen	广西 音乐 那个 是 FM950 拨到 那儿 去	7
找到王磊的在济南经济广播的节目按时间顺序播放	Radio-Listen	找到 王磊 的 在 济南 经济 广播 的 节目 按 时间 顺序 播放	7
柳欣主持的中华之声可以播放给我听听不	Radio-Listen	柳欣 主持 的 中华 之声 可以 播放 给 我 听听 不	7
循环收听音乐类的南京人民广播电台音乐台	Radio-Listen	循环 收听 音乐 类 的 南京 人民 广播电台 音乐台	7
请循环收听张亮主持的办法总比困难多	Radio-Listen	请 循环 收听 张亮 主持 的 办法 总 比 困难 多	7
能播放一下唐嫣和钟汉良的何以笙箫默吗	Radio-Listen	能 播放 一下 唐嫣 和 钟汉良 的 何以 笙箫 默 吗	7
我想听频率是九四点八的苏州音乐广播电台	Radio-Listen	我 想 听 频率 是 九 四点 八 的 苏州 音乐 广播电台	7
请循环收听主持人是海亮的心相印	Radio-Listen	请 循环 收听 主持人 是 海亮 的 心 相印	7
音乐类的动感101收听吧	Radio-Listen	音乐 类 的 动感 101 收听 吧	7
播放104.2蚌埠经济广播电台	Radio-Listen	播放 104.2 蚌埠 经济 广播电台	7
给我放中国之声的千里共良宵	Radio-Listen	给 我 放 中国 之声 的 千里 共 良宵	7
收听中央广播电台的经济之声	Radio-Listen	收听 中央广播电台 的 经济 之声	7
需要你收一个频率是一零七点六的黄冈电台文艺台呢	Radio-Listen	需要 你 收 一个 频率 是 一零 七点 六 的 黄冈 电台 文艺 台 呢	7
到时间听FM103.7的全城热恋了	Radio-Listen	到 时间 听 FM103.7 的 全城 热恋 了	7
来个新闻的找FM91点4的广东电台新闻台	Radio-Listen	来个 新闻 的 找 FM91 点 4 的 广东 电台 新闻台	7
即刻帮我把台调到蜻蜓fm的歌	Radio-Listen	即刻 帮 我 把 台 调到 蜻蜓 fm 的 歌	7
我想听交通类的羊城交通广播电台	Radio-Listen	我 想 听 交通 类 的 羊城 交通 广播电台	7
107点8音乐之声给我播放一下	Radio-Listen	107 点 8 音乐 之声 给 我 播放 一下	7
你可以给我收听一下频率是八九点三的中央电台第三套吗	Radio-Listen	你 可以 给 我 收听 一下 频率 是 八九点 三 的 中央 电台 第三套 吗	7
北京人民广播电台交通台是FM103点9吧听听	Radio-Listen	北京人民广播电台 交通 台 是 FM103 点 9 吧 听听	7
高飞主播的路长情更长在重庆交通广播里，现在调台吧	Radio-Listen	高飞 主播 的 路 长情 更长 在 重庆 交通广播 里 ， 现在 调台 吧	7
收听新闻类的黄冈电台新闻台	Radio-Listen	收听 新闻 类 的 黄冈 电台 新闻台	7
石家庄电台的吃喝玩乐搜城记这个节目很有趣，我想听一听	Radio-Listen	石家庄 电台 的 吃喝玩乐 搜城记 这个 节目 很 有趣 ， 我 想 听 一 听	7
可不可以继听一下频率是九五点四的从化人民广播电台	Radio-Listen	可不可以 继听 一下 频率 是 九 五点四 的 从化 人民 广播电台	7
孔刘等待的20时给我放一下吧	Radio-Listen	孔 刘 等待 的 20 时 给 我 放 一下 吧	7
我想你给我找到阿杰主持的都市之声给我播放一下呢	Radio-Listen	我 想 你 给 我 找到 阿杰 主持 的 都市 之声 给 我 播放 一下 呢	7
现在请收听朱朱的服装搭配	Radio-Listen	现在 请 收听 朱朱 的 服装 搭配	7
播一下小草主持的众有期待	Radio-Listen	播 一下 小草 主持 的 众 有 期待	7
调到重庆经济广播，我想听经济类的广播	Radio-Listen	调 到 重庆 经济 广播 ， 我 想 听 经济 类 的 广播	7
我想听一个音乐电台魅力103呢	Radio-Listen	我 想 听 一个 音乐 电台 魅力 103 呢	7
播放一下保定新闻广播的相伴到黎明	Radio-Listen	播放 一下 保定 新闻广播 的 相伴 到 黎明	7
是否可以来一个频率是一零一点二的黄石新闻台啊	Radio-Listen	是否 可以 来 一个 频率 是 一零 一点 二 的 黄石 新闻台 啊	7
我想听频率是一零二点零的张家港人民广播电台调频音乐台	Radio-Listen	我 想 听 频率 是 一零 二点 零 的 张家港 人民 广播电台 调频 音乐台	7
电台主持易辛主持的健康有道帮我放一下	Radio-Listen	电台 主持 易辛 主持 的 健康 有道 帮 我 放 一下	7
我想听一下频率是九三点零的young电台	Radio-Listen	我 想 听 一下 频率 是 九 三点 零 的 young 电台	7
给我找个正放韩文歌曲的音乐电台听	Radio-Listen	给 我 找个 正放 韩文 歌曲 的 音乐 电台 听	7
调到车载电台我想听	Radio-Listen	调 到 车载 电台 我 想 听	7
收听朱卫东的创业道路电台节目	Radio-Listen	收听 朱 卫东 的 创业 道路 电台节目	7
放一个频率是九六点七的解压电台	Radio-Listen	放 一个 频率 是 九 六点 七 的 解压 电台	7
现在给我放一下痛苦与热爱	Radio-Listen	现在 给 我 放 一下 痛苦 与 热爱	7
调到FM93点7听汪玲的新闻早高峰	Radio-Listen	调到 FM93 点 7 听 汪玲 的 新闻 早 高峰	7
频率是九六点二的随州电台收听一个呢	Radio-Listen	频率 是 九 六点二 的 随州 电台 收听 一个 呢	7
帮我找个正放韩文歌曲的音乐电台听听	Radio-Listen	帮 我 找个 正放 韩文 歌曲 的 音乐 电台 听听	7
找到安徽戏曲广播的京剧类节目播放	Radio-Listen	找到 安徽 戏曲 广播 的 京剧 类节目 播放	7
给我听频率是九八点五的扬州人民广播电台新闻台	Radio-Listen	给 我 听 频率 是 九 八点 五 的 扬州 人民 广播电台 新闻台	7
交通类的天津人民广播电台交通台现在给我收听一个吧	Radio-Listen	交通 类 的 天津 人民 广播电台 交通 台 现在 给 我 收听 一个 吧	7
给我放一下保定交通广播	Radio-Listen	给 我 放 一下 保定 交通广播	7
调到马甜的全球流行音乐金榜就周五的那个	Radio-Listen	调到 马甜 的 全球 流行音乐 金榜 就 周五 的 那个	7
能播出一下由章莹莹主持的音乐之声吗	Radio-Listen	能 播出 一下 由章 莹莹 主持 的 音乐 之声 吗	7
你能现在就收听下频率是一零二点九的中央人民广播电台一台中国之声吗	Radio-Listen	你 能 现在 就 收听 下 频率 是 一零 二点 九 的 中央人民广播电台 一台 中国 之声 吗	7
播一下频率是八七点六的空中笑林	Radio-Listen	播 一下 频率 是 八七 点 六 的 空中 笑林	7
1039新闻早报帮我拨一下张楠主持的	Radio-Listen	1039 新闻 早报 帮 我 拨 一下张 楠 主持 的	7
我要听欧美音乐电台的weekend morning show是双语台的	Radio-Listen	我要 听 欧美音乐 电台 的 weekend   morning   show 是 双语 台 的	7
听活力MUSI客在北京青年广播	Radio-Listen	听 活力 MUSI 客在 北京 青年 广播	7
找杨金的爱车会	Radio-Listen	找 杨金 的 爱车 会	7
找双语台北京外语广播听	Radio-Listen	找 双语 台 北京 外语 广播 听	7
把福建新闻广播找出来新闻台的	Radio-Listen	把 福建 新闻广播 找 出来 新闻台 的	7
我很快就要收听FM99.6的音乐资讯	Radio-Listen	我 很快 就要 收听 FM99.6 的 音乐 资讯	7
是否可以收听一下频率是八九点六的武汉交通广播电台给我听啊	Radio-Listen	是否 可以 收听 一下 频率 是 八九点 六 的 武汉 交通 广播电台 给 我 听 啊	7
能不能调到一个叶痕的我所理解的生活给我呢	Radio-Listen	能 不能 调 到 一个 叶痕 的 我 所 理解 的 生活 给 我 呢	7
西双版纳民族语广播在FM90点6听那个傣语文艺广场	Radio-Listen	西双版纳 民族语 广播 在 FM90 点 6 听 那个 傣语 文艺 广场	7
娱乐类的娱乐电台节目随便找个我想收听一下	Radio-Listen	娱乐 类 的 娱乐 电台节目 随便 找个 我 想 收听 一下	7
北京交通广播1039都市调查组快帮我播一下	Radio-Listen	北京 交通广播 1039 都市 调查组 快帮 我播 一下	7
给我调到调频93的西安人民广播	Radio-Listen	给 我 调到 调频 93 的 西安 人民 广播	7
播放韩力主持的北京音乐广播	Radio-Listen	播放 韩力 主持 的 北京 音乐 广播	7
播放一下FM95点8的电台节目	Radio-Listen	播放 一下 FM95 点 8 的 电台节目	7
播放幺零零点六的海门人民广播电台	Radio-Listen	播放 幺 零 零点 六 的 海门 人民 广播电台	7
快点儿找到FM96点2的宝山区人民广播电台	Radio-Listen	快点儿 找到 FM96 点 2 的 宝山区 人民 广播电台	7
收听频率是九七点九的山东人民广播电台经济台	Radio-Listen	收听 频率 是 九 七点 九 的 山东 人民 广播电台 经济 台	7
音乐类的山东人民广播电台音乐之声收听一下行不	Radio-Listen	音乐 类 的 山东 人民 广播电台 音乐 之声 收听 一下 行 不	7
调到经济类的经济之声	Radio-Listen	调 到 经济 类 的 经济 之声	7
想听中央电台里的音乐曲目	Radio-Listen	想 听 中央 电台 里 的 音乐 曲目	7
快放一个潘九阳的路况信息帮我调下频道找一下	Radio-Listen	快放 一个 潘 九阳 的 路况 信息 帮 我 调下 频道 找 一下	7
转到中央人民广播电台的华夏之声	Radio-Listen	转 到 中央人民广播电台 的 华夏 之声	7
喜马拉雅的吴晓波频道给我放一段儿	Radio-Listen	喜马拉雅 的 吴晓波 频道 给 我 放 一段 儿	7
我想听中央人民广播电台李佳主持的四季童话	Radio-Listen	我 想 听 中央人民广播电台 李佳 主持 的 四季 童话	7
找蜀风车语是马可跟何州主持的	Radio-Listen	找 蜀 风车 语是 马 可 跟 何州 主持 的	7
调到中央人民广播电台的神州之声	Radio-Listen	调 到 中央人民广播电台 的 神州 之声	7
你是不是能把交通类的羊城交通广播电台给我播放呢	Radio-Listen	你 是不是 能 把 交通 类 的 羊城 交通 广播电台 给 我 播放 呢	7
我需要你给我收听一下频率是九零点零的辽宁资讯	Radio-Listen	我 需要 你 给 我 收听 一下 频率 是 九 零点 零 的 辽宁 资讯	7
麻烦帮我放一下958音乐联播榜	Radio-Listen	麻烦 帮 我 放 一下 958 音乐 联播 榜	7
我想现在就听中国之声的新闻联播	Radio-Listen	我 想 现在 就 听 中国 之声 的 新闻联播	7
给我找一下FM97点2上海戏剧曲艺广播	Radio-Listen	给 我 找 一下 FM97 点 2 上海 戏剧 曲艺 广播	7
找FM104点5黑龙江生活广播的私家故事秀	Radio-Listen	找 FM104 点 5 黑龙江 生活 广播 的 私家 故事 秀	7
放一个频率是八八点二的昆山人民广播电台	Radio-Listen	放 一个 频率 是 八 八点 二 的 昆山 人民 广播电台	7
我要听经济类的山东人民广播电台经济频道	Radio-Listen	我要 听 经济 类 的 山东 人民 广播电台 经济 频道	7
给我来一个经济类的中央电台经济之声吧	Radio-Listen	给 我 来 一个 经济 类 的 中央 电台 经济 之声 吧	7
文艺类的湖北人民广播电台文艺台来一个可以吗	Radio-Listen	文艺类 的 湖北 人民 广播电台 文艺 台来 一个 可以 吗	7
播放河南信息广播电台的音乐频道，把频率调频到FM96.7	Radio-Listen	播放 河南 信息 广播电台 的 音乐频道 ， 把 频率 调频 到 FM96.7	7
频率是一零三点八的湖北娱乐电台文艺台播放一下可以不	Radio-Listen	频率 是 一零 三点 八 的 湖北 娱乐 电台 文艺 台 播放 一下 可以 不	7
给我收听李鹏飞主持的马克思主义哲学	Radio-Listen	给 我 收听 李鹏 飞 主持 的 马克思主义 哲学	7
播一个放英文歌的电台	Radio-Listen	播 一个 放 英文歌 的 电台	7
我要收听FM87点6的北京文艺广播	Radio-Listen	我要 收听 FM87 点 6 的 北京 文艺 广播	7
打开杨曦主持的经济之声	Radio-Listen	打开 杨曦 主持 的 经济 之声	7
来一部关晓彤出演的电视剧好先生呢	Radio-Listen	来 一部 关晓彤 出演 的 电视剧 好 先生 呢	7
有FM900吧就听河南人民台	Radio-Listen	有 FM900 吧 就 听 河南 人民 台	7
调到福州广播二台 频率是八九点三	Radio-Listen	调 到 福州 广播 二台   频率 是 八九点 三	7
频率是九六点六的湖北人民广播电台健康之声来一个听一会吧	Radio-Listen	频率 是 九 六点 六 的 湖北 人民 广播电台 健康 之声 来 一个 听 一会 吧	7
来一个文艺类的镇江文艺广播电台	Radio-Listen	来 一个 文艺类 的 镇江 文艺 广播电台	7
舍志鹏主持的每日音乐广播可以播放一下吗	Radio-Listen	舍志鹏 主持 的 每日 音乐 广播 可以 播放 一下 吗	7
我估计一会儿就要开始播放FM106.1的中国之声了	Radio-Listen	我 估计 一会儿 就要 开始 播放 FM106.1 的 中国 之声 了	7
帮我播放一下李季主持的电台节目音乐high一点	Radio-Listen	帮 我 播放 一下 李季 主持 的 电台节目 音乐 high 一点	7
是否可以给我调到王晓主持的咨询热线	Radio-Listen	是否 可以 给 我 调到 王晓 主持 的 咨询 热线	7
你能给我收听一下音乐类的广州人民广播电台风云962吗	Radio-Listen	你 能 给 我 收听 一下 音乐 类 的 广州 人民 广播电台 风云 962 吗	7
请收听一下频率是九五点九的联邦电台	Radio-Listen	请 收听 一下 频率 是 九五 点 九 的 联邦 电台	7
收听一零二点零的大厂人民广播电台	Radio-Listen	收听 一零 二点 零 的 大厂 人民 广播电台	7
放频率是一零六点九的火鸡电台	Radio-Listen	放 频率 是 一零 六点 九 的 火鸡 电台	7
找杨毅做主持的那个电台就叫杨毅电台	Radio-Listen	找 杨毅 做 主持 的 那个 电台 就 叫 杨毅 电台	7
帮我找到晚上8点的城市星光大道	Radio-Listen	帮 我 找到 晚上 8 点 的 城市 星光 大道	7
接着上次孙洪涛的股票分析收听	Radio-Listen	接着 上次 孙 洪涛 的 股票 分析 收听	7
城市之音四川台FM102点6周一到周五6点到7点赵青城市小太阳	Radio-Listen	城市 之音 四川 台 FM102 点 6 周一 到 周五 6 点到 7 点 赵青 城市 小 太阳	7
调到FM96.5，要王佳主持的阳光地带	Radio-Listen	调到 FM96.5 ， 要 王佳 主持 的 阳光 地带	7
能调到有李静主持的都市之声吗	Radio-Listen	能调 到 有 李静 主持 的 都市 之声 吗	7
交通类的重庆交通电台播放一下吧	Radio-Listen	交通 类 的 重庆 交通 电台 播放 一下 吧	7
收听频率是一零一点一的联通新势力男生宿舍	Radio-Listen	收听 频率 是 一零 一点 一 的 联通新 势力 男生宿舍	7
现在给我放康乐的每日资讯电台节目	Radio-Listen	现在 给 我 放 康乐 的 每日 资讯 电台节目	7
我要听胡凡主持的凡事想开点	Radio-Listen	我要 听 胡凡 主持 的 凡事 想开 点	7
我能继续收听一下频率是一零七点三的呼吸决定电台吗	Radio-Listen	我能 继续 收听 一下 频率 是 一零 七点 三 的 呼吸 决定 电台 吗	7
现在给我放傅淳的向往的生活	Radio-Listen	现在 给 我 放 傅淳 的 向往 的 生活	7
给小朋友放肖玉主持的多喜欢你	Radio-Listen	给 小朋友 放肖玉 主持 的 多 喜欢 你	7
播放王冠主持的经济之声	Radio-Listen	播放 王冠 主持 的 经济 之声	7
我需要听频率是一零一点四的天津人民广播电台经济台	Radio-Listen	我 需要 听 频率 是 一零 一点 四 的 天津 人民 广播电台 经济 台	7
958交广书吧快给我帮放一下	Radio-Listen	958 交广 书吧 快给我 帮放 一下	7
想听怀旧音乐广播老猫主持的音乐节目哈	Radio-Listen	想 听 怀旧 音乐 广播 老猫 主持 的 音乐节目 哈	7
播放动听968电台的快乐一周	Radio-Listen	播放 动听 968 电台 的 快乐 一周	7
我想继续听一会频率是一零零点二的江门电台	Radio-Listen	我 想 继续 听 一会 频率 是 一零 零点 二 的 江门 电台	7
麻烦帮我找个正放昆曲的曲艺电台听	Radio-Listen	麻烦 帮 我 找个 正放 昆曲 的 曲艺 电台 听	7
能给我收听一个频率是九七点七的第一财经广播频率吗	Radio-Listen	能 给 我 收听 一个 频率 是 九 七点 七 的 第一 财经 广播 频率 吗	7
我要听频率是九七点五的情感电台	Radio-Listen	我要 听 频率 是 九 七点 五 的 情感 电台	7
调出FM93.4上海新闻广播	Radio-Listen	调出 FM93.4 上海 新闻广播	7
能不能来一个频率是九四点六的佛山人民广播电台真爱频道	Radio-Listen	能 不能 来 一个 频率 是 九 四点 六 的 佛山 人民 广播电台 真 爱 频道	7
我已经连续播放四川广播电台的新闻联播了	Radio-Listen	我 已经 连续 播放 四川 广播电台 的 新闻联播 了	7
我想听经济类的常州经济广播电台	Radio-Listen	我 想 听 经济 类 的 常州 经济 广播电台	7
我要听音乐类的宜昌交通音乐台	Radio-Listen	我要 听 音乐 类 的 宜昌 交通 音乐台	7
循环收听一下新闻类的盐城人民新闻台	Radio-Listen	循环 收听 一下 新闻 类 的 盐城 人民 新闻台	7
循环收听江扬主持的身边的声音	Radio-Listen	循环 收听 江扬 主持 的 身边 的 声音	7
我想听频率是一零一点八的武汉人民广播电台文艺台呢	Radio-Listen	我 想 听 频率 是 一零 一点 八 的 武汉 人民 广播电台 文艺 台 呢	7
帮我调到湖南广播电台，我要听新闻	Radio-Listen	帮 我 调到 湖南 广播电台 ， 我要 听 新闻	7
加祺的好友运动营找一下	Radio-Listen	加祺 的 好友 运动 营找 一下	7
我要听朱来生的交通新闻调一下	Radio-Listen	我要 听 朱来生 的 交通 新闻 调 一下	7
找西藏康巴话广播是方言台听今日关注	Radio-Listen	找 西藏 康巴 话 广播 是 方言 台 听 今日 关注	7
调到周六日的城市最摇摆	Radio-Listen	调 到 周六日 的 城市 最 摇摆	7
循环听一下经济类的财政电台	Radio-Listen	循环 听 一下 经济 类 的 财政 电台	7
调到江苏财经广播电台，我要听新闻	Radio-Listen	调 到 江苏 财经 广播电台 ， 我要 听 新闻	7
听周六城市越洋疯就潘纳主持的	Radio-Listen	听 周六 城市 越洋 疯 就 潘纳 主持 的	7
我想听城市随身听张舒主持的快点儿12点就结束了	Radio-Listen	我 想 听 城市 随身听 张舒 主持 的 快点儿 12 点 就 结束 了	7
丁适的新节目新闻深处听听怎么样	Radio-Listen	丁适 的 新 节目 新闻 深处 听听 怎么样	7
经济类的天津人民广播电台经济台现在收听一下吧	Radio-Listen	经济 类 的 天津 人民 广播电台 经济 台 现在 收听 一下 吧	7
来收听一下频率是八八点七的中国国际广播电台吧	Radio-Listen	来 收听 一下 频率 是 八 八点 七 的 中国国际广播电台 吧	7
我需要听一个频率是一零零点六的宜昌经济台呢	Radio-Listen	我 需要 听 一个 频率 是 一零 零点 六 的 宜昌 经济 台 呢	7
现在请给我放从威的电台节目挪威森林	Radio-Listen	现在 请 给 我 放 从威 的 电台节目 挪威 森林	7
听听无锡都市生活广播的名医零距离在FM88点1	Radio-Listen	听听 无锡 都市生活 广播 的 名医 零距离 在 FM88 点 1	7
请帮我找个正放五典坡的曲艺电台听	Radio-Listen	请 帮 我 找个 正放五典 坡 的 曲艺 电台 听	7
播放中央人民广播电台的华夏之声	Radio-Listen	播放 中央人民广播电台 的 华夏 之声	7
FM96点4如歌的岁月请帮我播放一下	Radio-Listen	FM96 点 4 如歌 的 岁月 请 帮 我 播放 一下	7
循环收听频率是九三点九的山东人民电台经济频道	Radio-Listen	循环 收听 频率 是 九 三点 九 的 山东 人民 电台 经济 频道	7
成都电台文化休闲频道在FM94点6呢给调过去	Radio-Listen	成都 电台 文化 休闲 频道 在 FM94 点 6 呢 给 调过去	7
请循环收听频率是八七点六的评书连播	Radio-Listen	请 循环 收听 频率 是 八七 点 六 的 评书连播	7
点播陕西都市广播的新闻陕西新闻	Radio-Listen	点播 陕西 都市 广播 的 新闻 陕西 新闻	7
南平人民广播电台93点9的节目帮我播放一下	Radio-Listen	南平 人民 广播电台 93 点 9 的 节目 帮 我 播放 一下	7
找一下中央广播电台的经济之声	Radio-Listen	找 一下 中央广播电台 的 经济 之声	7
想了一下还是听浙江人民电台的新闻快报	Radio-Listen	想 了 一下 还是 听 浙江 人民 电台 的 新闻 快报	7
你是不能收听一下频率是一零五点零的表白墙电台啊	Radio-Listen	你 是 不能 收听 一下 频率 是 一零 五点 零 的 表白 墙 电台 啊	7
你能给我收听一下频率是一零五点七的大连体育吗	Radio-Listen	你 能 给 我 收听 一下 频率 是 一零 五点 七 的 大连 体育 吗	7
给我放一下频率是一零二点六的翻译电台	Radio-Listen	给 我 放 一下 频率 是 一零 二点六 的 翻译 电台	7
频率是九六点二的宝山电台收听给我听听吧	Radio-Listen	频率 是 九 六点二 的 宝山 电台 收听 给 我 听听 吧	7
我想你继续收听晓月主持的经济之声	Radio-Listen	我 想 你 继续 收听 晓月 主持 的 经济 之声	7
FM92点4海上戏剧麻烦帮我找一下	Radio-Listen	FM92 点 4 海上 戏剧 麻烦 帮 我 找 一下	7
我需要收听玉蕾主持的蕾丝飘纯木	Radio-Listen	我 需要 收听 玉蕾 主持 的 蕾丝 飘纯木	7
给我把福建新闻广播找出来新闻台的	Radio-Listen	给 我 把 福建 新闻广播 找 出来 新闻台 的	7
循环收听经济类的苏州经济台	Radio-Listen	循环 收听 经济 类 的 苏州 经济 台	7
请收听频率是八九点七的江苏人民广播电台音乐台	Radio-Listen	请 收听 频率 是 八九点 七 的 江苏 人民 广播电台 音乐台	7
小月杨宇的新闻盘点是7点到8点吧调过去	Radio-Listen	小月 杨宇 的 新闻 盘点 是 7 点到 8 点 吧 调过去	7
频率是九八点四的人民电台给我收听一下呢	Radio-Listen	频率 是 九 八点 四 的 人民 电台 给 我 收听 一下 呢	7
收音乐类的天津人民广播电台音乐台给我听	Radio-Listen	收 音乐 类 的 天津 人民 广播电台 音乐台 给 我 听	7
频率是一零六点八的天津人民广播电台交通台给我收听下吧	Radio-Listen	频率 是 一零 六点 八 的 天津 人民 广播电台 交通 台 给 我 收听 下 吧	7
放河北音乐广播的雕刻时光	Radio-Listen	放 河北 音乐 广播 的 雕刻 时光	7
教育类的广东人民广播电台教育之声收听一下	Radio-Listen	教育 类 的 广东 人民 广播电台 教育 之声 收听 一下	7
我想听北京广播电台王珂的迷幻之声	Radio-Listen	我 想 听 北京 广播电台 王珂 的 迷幻 之声	7
现在请收听中国之声，方明主持的	Radio-Listen	现在 请 收听 中国 之声 ， 方明 主持 的	7
放安欣主持的孤独常伴	Radio-Listen	放安欣 主持 的 孤独 常伴	7
新闻类的孝感电台新闻台能收听吗	Radio-Listen	新闻 类 的 孝感 电台 新闻台 能 收听 吗	7
搜到咸阳人民广播电台胡仙播的胖哥谝车	Radio-Listen	搜 到 咸阳 人民 广播电台 胡仙播 的 胖哥 谝 车	7
继续放闻天的老年的生活	Radio-Listen	继续 放闻天 的 老年 的 生活	7
听新闻吧，打开中国之声频道的新闻联播	Radio-Listen	听 新闻 吧 ， 打开 中国 之声 频道 的 新闻联播	7
调到广播之声看看现在播什么	Radio-Listen	调 到 广播 之声 看看 现在 播 什么	7
FM94点0的五星体育广播拨过去听听	Radio-Listen	FM94 点 0 的 五星 体育 广播 拨 过去 听听	7
能帮我播放音乐之声吗	Radio-Listen	能 帮 我 播放 音乐 之声 吗	7
收听频率是一零五点二的常州经济广播电台	Radio-Listen	收听 频率 是 一零 五点 二 的 常州 经济 广播电台	7
给我放一下梓君主持的水晶盒故事	Radio-Listen	给 我 放 一下 梓君 主持 的 水晶 盒 故事	7
换到FM87.6我要听北京人民广播电台文艺台的广播	Radio-Listen	换到 FM87.6 我要 听 北京人民广播电台 文艺 台 的 广播	7
调到吴勇的交通新闻	Radio-Listen	调到 吴勇 的 交通 新闻	7
给我调到浙江人民电台的新闻快报	Radio-Listen	给 我 调到 浙江 人民 电台 的 新闻 快报	7
给我找到新闻台的重庆之声	Radio-Listen	给 我 找到 新闻台 的 重庆 之声	7
请循环收听郭静的多远都要在一起	Radio-Listen	请 循环 收听 郭静 的 多 远 都 要 在 一起	7
收听频率是一零一点一的山东人民广播电台交通音乐之声	Radio-Listen	收听 频率 是 一零 一点 一 的 山东 人民 广播电台 交通 音乐 之声	7
戏剧类的海上戏剧给我收听一下可以吗	Radio-Listen	戏剧 类 的 海上 戏剧 给 我 收听 一下 可以 吗	7
99点1大连财经可以给我播放吗	Radio-Listen	99 点 1 大连 财经 可以 给 我 播放 吗	7
继续收听新闻类的黄石新闻台	Radio-Listen	继续 收听 新闻 类 的 黄石 新闻台	7
收听频率是九三点一的城市信息电台	Radio-Listen	收听 频率 是 九 三点 一 的 城市 信息 电台	7
由董轩主播的好家居在石家庄电台播出，我要听这个	Radio-Listen	由 董轩 主播 的 好 家居 在 石家庄 电台 播出 ， 我要 听 这个	7
重庆新闻广播里的周末故事会很有意思，快帮我调一下	Radio-Listen	重庆 新闻广播 里 的 周末 故事会 很 有意思 ， 快帮 我调 一下	7
